CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2019,CA-506,Hispanic/Latina/e/o,In_Combination,1510
2019,CA-506,Native Hawaiian or Pacific Islander,Alone,31
2019,CA-506,Native Hawaiian or Pacific Islander,In_Combination,28
2019,CA-506,White,Alone,564
2019,CA-506,White,In_Combination,1442
2019,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,25
2019,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,17
2019,CA-507,Asian or Asian American,Alone,27
2019,CA-507,Asian or Asian American,In_Combination,*
2019,CA-507,"Black, African American or African",Alone,261
2019,CA-507,"Black, African American or African",In_Combination,76
2019,CA-507,Hispanic/Latina/e/o,Alone,74
2019,CA-507,Hispanic/Latina/e/o,In_Combination,278
2019,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-507,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-507,White,Alone,534
2019,CA-507,White,In_Combination,271
2019,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,31
2019,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,173
2019,CA-508,Asian or Asian American,Alone,*
2019,CA-508,Asian or Asian American,In_Combination,19
2019,CA-508,"Black, African American or African",Alone,98
2019,CA-508,"Black, African American or African",In_Combination,60
2019,CA-508,Hispanic/Latina/e/o,Alone,67
2019,CA-508,Hispanic/Latina/e/o,In_Combination,836
2019,CA-508,Native Hawaiian or Pacific Islander,Alone,19
2019,CA-508,Native Hawaiian or Pacific Islander,In_Combination,25
2019,CA-508,White,Alone,1034
2019,CA-508,White,In_Combination,786
2019,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,50
2019,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,52
2019,CA-509,Asian or Asian American,Alone,*
2019,CA-509,Asian or Asian American,In_Combination,*
2019,CA-509,"Black, African American or African",Alone,19
2019,CA-509,"Black, African American or African",In_Combination,13
2019,CA-509,Hispanic/Latina/e/o,Alone,*
2019,CA-509,Hispanic/Latina/e/o,In_Combination,109
2019,CA-509,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-509,White,Alone,478
2019,CA-509,White,In_Combination,115
2019,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,62
2019,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,322
2019,CA-510,Asian or Asian American,Alone,76
2019,CA-510,Asian or Asian American,In_Combination,102
2019,CA-510,"Black, African American or African",Alone,764
2019,CA-510,"Black, African American or African",In_Combination,384
2019,CA-510,Hispanic/Latina/e/o,Alone,128
2019,CA-510,Hispanic/Latina/e/o,In_Combination,2462
2019,CA-510,Native Hawaiian or Pacific Islander,Alone,40
2019,CA-510,Native Hawaiian or Pacific Islander,In_Combination,94
2019,CA-510,White,Alone,2360
2019,CA-510,White,In_Combination,2518
2019,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,71
2019,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,275
2019,CA-511,Asian or Asian American,Alone,189
2019,CA-511,Asian or Asian American,In_Combination,141
2019,CA-511,"Black, African American or African",Alone,3100
2019,CA-511,"Black, African American or African",In_Combination,528
2019,CA-511,Hispanic/Latina/e/o,Alone,214
2019,CA-511,Hispanic/Latina/e/o,In_Combination,3066
2019,CA-511,Native Hawaiian or Pacific Islander,Alone,95
2019,CA-511,Native Hawaiian or Pacific Islander,In_Combination,151
2019,CA-511,White,Alone,2303
2019,CA-511,White,In_Combination,3128
2019,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,38
2019,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,239
2019,CA-512,Asian or Asian American,Alone,185
2019,CA-512,Asian or Asian American,In_Combination,60
2019,CA-512,"Black, African American or African",Alone,741
2019,CA-512,"Black, African American or African",In_Combination,129
2019,CA-512,Hispanic/Latina/e/o,Alone,57
2019,CA-512,Hispanic/Latina/e/o,In_Combination,1529
2019,CA-512,Native Hawaiian or Pacific Islander,Alone,326
2019,CA-512,Native Hawaiian or Pacific Islander,In_Combination,59
2019,CA-512,White,Alone,1335
2019,CA-512,White,In_Combination,1374
2019,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,59
2019,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,110
2019,CA-513,Asian or Asian American,Alone,17
2019,CA-513,Asian or Asian American,In_Combination,*
2019,CA-513,"Black, African American or African",Alone,359
2019,CA-513,"Black, African American or African",In_Combination,79
2019,CA-513,Hispanic/Latina/e/o,Alone,104
2019,CA-513,Hispanic/Latina/e/o,In_Combination,1673
2019,CA-513,Native Hawaiian or Pacific Islander,Alone,23
2019,CA-513,Native Hawaiian or Pacific Islander,In_Combination,34
2019,CA-513,White,Alone,1135
2019,CA-513,White,In_Combination,1603
2019,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,53
2019,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,115
2019,CA-514,Asian or Asian American,Alone,53
2019,CA-514,Asian or Asian American,In_Combination,15
2019,CA-514,"Black, African American or African",Alone,608
2019,CA-514,"Black, African American or African",In_Combination,85
2019,CA-514,Hispanic/Latina/e/o,Alone,41
2019,CA-514,Hispanic/Latina/e/o,In_Combination,1186
2019,CA-514,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-514,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-514,White,Alone,734
2019,CA-514,White,In_Combination,1112
2019,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,41
2019,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,125
2019,CA-515,Asian or Asian American,Alone,18
2019,CA-515,Asian or Asian American,In_Combination,27
2019,CA-515,"Black, African American or African",Alone,120
2019,CA-515,"Black, African American or African",In_Combination,92
2019,CA-515,Hispanic/Latina/e/o,Alone,18
2019,CA-515,Hispanic/Latina/e/o,In_Combination,303
2019,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-515,Native Hawaiian or Pacific Islander,In_Combination,16
2019,CA-515,White,Alone,1011
2019,CA-515,White,In_Combination,372
2019,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,26
2019,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2019,CA-516,Asian or Asian American,Alone,*
2019,CA-516,Asian or Asian American,In_Combination,*
2019,CA-516,"Black, African American or African",Alone,41
2019,CA-516,"Black, African American or African",In_Combination,16
2019,CA-516,Hispanic/Latina/e/o,Alone,*
2019,CA-516,Hispanic/Latina/e/o,In_Combination,55
2019,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-516,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-516,White,Alone,482
2019,CA-516,White,In_Combination,110
2019,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,18
2019,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,69
2019,CA-517,Asian or Asian American,Alone,*
2019,CA-517,Asian or Asian American,In_Combination,*
2019,CA-517,"Black, African American or African",Alone,53
2019,CA-517,"Black, African American or African",In_Combination,17
2019,CA-517,Hispanic/Latina/e/o,Alone,*
2019,CA-517,Hispanic/Latina/e/o,In_Combination,275
2019,CA-517,Native Hawaiian or Pacific Islander,Alone,13
2019,CA-517,Native Hawaiian or Pacific Islander,In_Combination,12
2019,CA-517,White,Alone,520
2019,CA-517,White,In_Combination,235
2019,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,11
2019,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,59
2019,CA-518,Asian or Asian American,Alone,12
2019,CA-518,Asian or Asian American,In_Combination,15
2019,CA-518,"Black, African American or African",Alone,425
2019,CA-518,"Black, African American or African",In_Combination,84
2019,CA-518,Hispanic/Latina/e/o,Alone,*
2019,CA-518,Hispanic/Latina/e/o,In_Combination,175
2019,CA-518,Native Hawaiian or Pacific Islander,Alone,16
2019,CA-518,Native Hawaiian or Pacific Islander,In_Combination,22
2019,CA-518,White,Alone,345
2019,CA-518,White,In_Combination,221
2019,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,59
2019,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,78
2019,CA-519,Asian or Asian American,Alone,15
2019,CA-519,Asian or Asian American,In_Combination,*
2019,CA-519,"Black, African American or African",Alone,119
2019,CA-519,"Black, African American or African",In_Combination,68
2019,CA-519,Hispanic/Latina/e/o,Alone,*
2019,CA-519,Hispanic/Latina/e/o,In_Combination,205
2019,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-519,Native Hawaiian or Pacific Islander,In_Combination,14
2019,CA-519,White,Alone,1230
2019,CA-519,White,In_Combination,247
2019,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,27
2019,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,206
2019,CA-520,Asian or Asian American,Alone,55
2019,CA-520,Asian or Asian American,In_Combination,34
2019,CA-520,"Black, African American or African",Alone,479
2019,CA-520,"Black, African American or African",In_Combination,127
2019,CA-520,Hispanic/Latina/e/o,Alone,34
2019,CA-520,Hispanic/Latina/e/o,In_Combination,1623
2019,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-520,Native Hawaiian or Pacific Islander,In_Combination,24
2019,CA-520,White,Alone,756
2019,CA-520,White,In_Combination,1484
2019,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,18
2019,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,66
2019,CA-521,Asian or Asian American,Alone,11
2019,CA-521,Asian or Asian American,In_Combination,*
2019,CA-521,"Black, African American or African",Alone,253
2019,CA-521,"Black, African American or African",In_Combination,54
2019,CA-521,Hispanic/Latina/e/o,Alone,11
2019,CA-521,Hispanic/Latina/e/o,In_Combination,368
2019,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-521,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-521,White,Alone,450
2019,CA-521,White,In_Combination,334
2019,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,80
2019,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,114
2019,CA-522,Asian or Asian American,Alone,*
2019,CA-522,Asian or Asian American,In_Combination,*
2019,CA-522,"Black, African American or African",Alone,62
2019,CA-522,"Black, African American or African",In_Combination,38
2019,CA-522,Hispanic/Latina/e/o,Alone,11
2019,CA-522,Hispanic/Latina/e/o,In_Combination,124
2019,CA-522,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-522,Native Hawaiian or Pacific Islander,In_Combination,19
2019,CA-522,White,Alone,938
2019,CA-522,White,In_Combination,184
2019,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,14
2019,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-523,Asian or Asian American,Alone,*
2019,CA-523,Asian or Asian American,In_Combination,*
2019,CA-523,"Black, African American or African",Alone,*
2019,CA-523,"Black, African American or African",In_Combination,*
2019,CA-523,Hispanic/Latina/e/o,Alone,*
2019,CA-523,Hispanic/Latina/e/o,In_Combination,140
2019,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-523,White,Alone,199
2019,CA-523,White,In_Combination,135
2019,CA-524,"Black, African American or African",Alone,*
2019,CA-524,"Black, African American or African",In_Combination,*
2019,CA-524,Hispanic/Latina/e/o,Alone,*
2019,CA-524,Hispanic/Latina/e/o,In_Combination,*
2019,CA-524,White,Alone,18
2019,CA-524,White,In_Combination,*
2019,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,13
2019,CA-525,Asian or Asian American,Alone,*
2019,CA-525,Asian or Asian American,In_Combination,*
2019,CA-525,"Black, African American or African",Alone,18
2019,CA-525,"Black, African American or African",In_Combination,*
2019,CA-525,Hispanic/Latina/e/o,Alone,*
2019,CA-525,Hispanic/Latina/e/o,In_Combination,54
2019,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-525,White,Alone,260
2019,CA-525,White,In_Combination,60
2019,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,15
2019,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,42
2019,CA-526,Asian or Asian American,Alone,*
2019,CA-526,Asian or Asian American,In_Combination,*
2019,CA-526,"Black, African American or African",Alone,28
2019,CA-526,"Black, African American or African",In_Combination,12
2019,CA-526,Hispanic/Latina/e/o,Alone,*
2019,CA-526,Hispanic/Latina/e/o,In_Combination,122
2019,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-526,White,Alone,458
2019,CA-526,White,In_Combination,141
2019,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,19
2019,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,19
2019,CA-527,Asian or Asian American,Alone,*
2019,CA-527,Asian or Asian American,In_Combination,*
2019,CA-527,"Black, African American or African",Alone,11
2019,CA-527,"Black, African American or African",In_Combination,*
2019,CA-527,Hispanic/Latina/e/o,Alone,*
2019,CA-527,Hispanic/Latina/e/o,In_Combination,48
2019,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-527,White,Alone,268
2019,CA-527,White,In_Combination,57
2019,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,24
2019,CA-529,Asian or Asian American,Alone,*
2019,CA-529,Asian or Asian American,In_Combination,*
2019,CA-529,"Black, African American or African",Alone,*
2019,CA-529,"Black, African American or African",In_Combination,12
2019,CA-529,Hispanic/Latina/e/o,Alone,*
2019,CA-529,Hispanic/Latina/e/o,In_Combination,46
2019,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-529,White,Alone,154
2019,CA-529,White,In_Combination,50
2019,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,13
2019,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-530,Asian or Asian American,Alone,*
2019,CA-530,Asian or Asian American,In_Combination,*
2019,CA-530,"Black, African American or African",Alone,*
2019,CA-530,"Black, African American or African",In_Combination,*
2019,CA-530,Hispanic/Latina/e/o,Alone,*
2019,CA-530,Hispanic/Latina/e/o,In_Combination,40
2019,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-530,White,Alone,93
2019,CA-530,White,In_Combination,38
2019,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,46
2019,CA-531,Asian or Asian American,Alone,*
2019,CA-531,Asian or Asian American,In_Combination,*
2019,CA-531,"Black, African American or African",Alone,*
2019,CA-531,"Black, African American or African",In_Combination,*
2019,CA-531,Hispanic/Latina/e/o,Alone,*
2019,CA-531,Hispanic/Latina/e/o,In_Combination,42
2019,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-531,White,Alone,488
2019,CA-531,White,In_Combination,78
2019,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,483
2019,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1380
2019,CA-600,Asian or Asian American,Alone,939
2019,CA-600,Asian or Asian American,In_Combination,327
2019,CA-600,"Black, African American or African",Alone,33549
2019,CA-600,"Black, African American or African",In_Combination,2475
2019,CA-600,Hispanic/Latina/e/o,Alone,3260
2019,CA-600,Hispanic/Latina/e/o,In_Combination,25183
2019,CA-600,Native Hawaiian or Pacific Islander,Alone,418
2019,CA-600,Native Hawaiian or Pacific Islander,In_Combination,531
2019,CA-600,White,Alone,17147
2019,CA-600,White,In_Combination,23926
2019,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,164
2019,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,424
2019,CA-601,Asian or Asian American,Alone,266
2019,CA-601,Asian or Asian American,In_Combination,162
2019,CA-601,"Black, African American or African",Alone,4118
2019,CA-601,"Black, African American or African",In_Combination,770
2019,CA-601,Hispanic/Latina/e/o,Alone,144
2019,CA-601,Hispanic/Latina/e/o,In_Combination,4553
2019,CA-601,Native Hawaiian or Pacific Islander,Alone,148
2019,CA-601,Native Hawaiian or Pacific Islander,In_Combination,181
2019,CA-601,White,Alone,5816
2019,CA-601,White,In_Combination,4413
2019,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,96
2019,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,494
2019,CA-602,Asian or Asian American,Alone,311
2019,CA-602,Asian or Asian American,In_Combination,132
2019,CA-602,"Black, African American or African",Alone,1548
2019,CA-602,"Black, African American or African",In_Combination,422
2019,CA-602,Hispanic/Latina/e/o,Alone,171
2019,CA-602,Hispanic/Latina/e/o,In_Combination,4913
2019,CA-602,Native Hawaiian or Pacific Islander,Alone,132
2019,CA-602,Native Hawaiian or Pacific Islander,In_Combination,121
2019,CA-602,White,Alone,4838
2019,CA-602,White,In_Combination,4601
2019,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,51
2019,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,144
2019,CA-603,Asian or Asian American,Alone,14
2019,CA-603,Asian or Asian American,In_Combination,15
2019,CA-603,"Black, African American or African",Alone,208
2019,CA-603,"Black, African American or African",In_Combination,87
2019,CA-603,Hispanic/Latina/e/o,Alone,42
2019,CA-603,Hispanic/Latina/e/o,In_Combination,1102
2019,CA-603,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-603,Native Hawaiian or Pacific Islander,In_Combination,26
2019,CA-603,White,Alone,1225
2019,CA-603,White,In_Combination,1069
2019,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,36
2019,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,142
2019,CA-604,Asian or Asian American,Alone,23
2019,CA-604,Asian or Asian American,In_Combination,14
2019,CA-604,"Black, African American or African",Alone,1318
2019,CA-604,"Black, African American or African",In_Combination,156
2019,CA-604,Hispanic/Latina/e/o,Alone,15
2019,CA-604,Hispanic/Latina/e/o,In_Combination,1667
2019,CA-604,Native Hawaiian or Pacific Islander,Alone,28
2019,CA-604,Native Hawaiian or Pacific Islander,In_Combination,21
2019,CA-604,White,Alone,1463
2019,CA-604,White,In_Combination,1653
2019,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,33
2019,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,51
2019,CA-606,Asian or Asian American,Alone,67
2019,CA-606,Asian or Asian American,In_Combination,40
2019,CA-606,"Black, African American or African",Alone,1853
2019,CA-606,"Black, African American or African",In_Combination,173
2019,CA-606,Hispanic/Latina/e/o,Alone,51
2019,CA-606,Hispanic/Latina/e/o,In_Combination,958
2019,CA-606,Native Hawaiian or Pacific Islander,Alone,45
2019,CA-606,Native Hawaiian or Pacific Islander,In_Combination,38
2019,CA-606,White,Alone,901
2019,CA-606,White,In_Combination,944
2019,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,37
2019,CA-607,Asian or Asian American,Alone,31
2019,CA-607,Asian or Asian American,In_Combination,*
2019,CA-607,"Black, African American or African",Alone,455
2019,CA-607,"Black, African American or African",In_Combination,72
2019,CA-607,Hispanic/Latina/e/o,Alone,59
2019,CA-607,Hispanic/Latina/e/o,In_Combination,583
2019,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-607,Native Hawaiian or Pacific Islander,In_Combination,18
2019,CA-607,White,Alone,393
2019,CA-607,White,In_Combination,541
2019,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,89
2019,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,142
2019,CA-608,Asian or Asian American,Alone,63
2019,CA-608,Asian or Asian American,In_Combination,33
2019,CA-608,"Black, African American or African",Alone,1859
2019,CA-608,"Black, African American or African",In_Combination,257
2019,CA-608,Hispanic/Latina/e/o,Alone,92
2019,CA-608,Hispanic/Latina/e/o,In_Combination,2941
2019,CA-608,Native Hawaiian or Pacific Islander,Alone,58
2019,CA-608,Native Hawaiian or Pacific Islander,In_Combination,60
2019,CA-608,White,Alone,2667
2019,CA-608,White,In_Combination,2807
2019,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,71
2019,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,163
2019,CA-609,Asian or Asian American,Alone,49
2019,CA-609,Asian or Asian American,In_Combination,53
2019,CA-609,"Black, African American or African",Alone,2991
2019,CA-609,"Black, African American or African",In_Combination,448
2019,CA-609,Hispanic/Latina/e/o,Alone,71
2019,CA-609,Hispanic/Latina/e/o,In_Combination,2556
2019,CA-609,Native Hawaiian or Pacific Islander,Alone,47
2019,CA-609,Native Hawaiian or Pacific Islander,In_Combination,71
2019,CA-609,White,Alone,1677
2019,CA-609,White,In_Combination,2343
2019,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,68
2019,CA-611,Asian or Asian American,Alone,11
2019,CA-611,Asian or Asian American,In_Combination,11
2019,CA-611,"Black, African American or African",Alone,139
2019,CA-611,"Black, African American or African",In_Combination,66
2019,CA-611,Hispanic/Latina/e/o,Alone,29
2019,CA-611,Hispanic/Latina/e/o,In_Combination,1065
2019,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-611,Native Hawaiian or Pacific Islander,In_Combination,18
2019,CA-611,White,Alone,693
2019,CA-611,White,In_Combination,1081
2019,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,18
2019,CA-612,Asian or Asian American,Alone,*
2019,CA-612,Asian or Asian American,In_Combination,*
2019,CA-612,"Black, African American or African",Alone,138
2019,CA-612,"Black, African American or African",In_Combination,18
2019,CA-612,Hispanic/Latina/e/o,Alone,*
2019,CA-612,Hispanic/Latina/e/o,In_Combination,191
2019,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-612,White,Alone,115
2019,CA-612,White,In_Combination,179
2019,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-613,Asian or Asian American,Alone,*
2019,CA-613,Asian or Asian American,In_Combination,*
2019,CA-613,"Black, African American or African",Alone,32
2019,CA-613,"Black, African American or African",In_Combination,15
2019,CA-613,Hispanic/Latina/e/o,Alone,11
2019,CA-613,Hispanic/Latina/e/o,In_Combination,683
2019,CA-613,White,Alone,55
2019,CA-613,White,In_Combination,677
2019,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,36
2019,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2019,CA-614,Asian or Asian American,Alone,12
2019,CA-614,Asian or Asian American,In_Combination,13
2019,CA-614,"Black, African American or African",Alone,102
2019,CA-614,"Black, African American or African",In_Combination,56
2019,CA-614,Hispanic/Latina/e/o,Alone,108
2019,CA-614,Hispanic/Latina/e/o,In_Combination,518
2019,CA-614,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-614,Native Hawaiian or Pacific Islander,In_Combination,11
2019,CA-614,White,Alone,1141
2019,CA-614,White,In_Combination,542
2020,All,"American Indian, Alaska Native, or Indigenous",Alone,2735
2020,All,"American Indian, Alaska Native, or Indigenous",In_Combination,8896
2020,All,Asian or Asian American,Alone,4209
2020,All,Asian or Asian American,In_Combination,1942
2020,All,"Black, African American or African",Alone,69246
2020,All,"Black, African American or African",In_Combination,9528
2020,All,Hispanic/Latina/e/o,Alone,8405
2020,All,Hispanic/Latina/e/o,In_Combination,77399
2020,All,Native Hawaiian or Pacific Islander,Alone,2257
2020,All,Native Hawaiian or Pacific Islander,In_Combination,2298
2020,All,White,Alone,71441
2020,All,White,In_Combination,73454
2020,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,143
2020,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,951
2020,CA-500,Asian or Asian American,Alone,563
2020,CA-500,Asian or Asian American,In_Combination,179
2020,CA-500,"Black, African American or African",Alone,1444
2020,CA-500,"Black, African American or African",In_Combination,485
2020,CA-500,Hispanic/Latina/e/o,Alone,839
2020,CA-500,Hispanic/Latina/e/o,In_Combination,5341
2020,CA-500,Native Hawaiian or Pacific Islander,Alone,170
2020,CA-500,Native Hawaiian or Pacific Islander,In_Combination,178
2020,CA-500,White,Alone,2549
2020,CA-500,White,In_Combination,4765
2020,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,187
2020,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,673
2020,CA-501,Asian or Asian American,Alone,400
2020,CA-501,Asian or Asian American,In_Combination,176
2020,CA-501,"Black, African American or African",Alone,4464
2020,CA-501,"Black, African American or African",In_Combination,724
2020,CA-501,Hispanic/Latina/e/o,Alone,707
2020,CA-501,Hispanic/Latina/e/o,In_Combination,2282
2020,CA-501,Native Hawaiian or Pacific Islander,Alone,222
2020,CA-501,Native Hawaiian or Pacific Islander,In_Combination,174
2020,CA-501,White,Alone,2459
2020,CA-501,White,In_Combination,1857
2020,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,110
2020,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,527
2020,CA-502,Asian or Asian American,Alone,249
2020,CA-502,Asian or Asian American,In_Combination,119
2020,CA-502,"Black, African American or African",Alone,4551
2020,CA-502,"Black, African American or African",In_Combination,616
2020,CA-502,Hispanic/Latina/e/o,Alone,85
2020,CA-502,Hispanic/Latina/e/o,In_Combination,1737
2020,CA-502,Native Hawaiian or Pacific Islander,Alone,117
2020,CA-502,Native Hawaiian or Pacific Islander,In_Combination,156
2020,CA-502,White,Alone,1652
2020,CA-502,White,In_Combination,1511
2020,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,126
2020,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,435
2020,CA-503,Asian or Asian American,Alone,122
2020,CA-503,Asian or Asian American,In_Combination,123
2020,CA-503,"Black, African American or African",Alone,4170
2020,CA-503,"Black, African American or African",In_Combination,860
2020,CA-503,Hispanic/Latina/e/o,Alone,109
2020,CA-503,Hispanic/Latina/e/o,In_Combination,1776
2020,CA-503,Native Hawaiian or Pacific Islander,Alone,120
2020,CA-503,Native Hawaiian or Pacific Islander,In_Combination,125
2020,CA-503,White,Alone,3074
2020,CA-503,White,In_Combination,1815
2020,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,95
2020,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,350
2020,CA-504,Asian or Asian American,Alone,28
2020,CA-504,Asian or Asian American,In_Combination,26
2020,CA-504,"Black, African American or African",Alone,234
2020,CA-504,"Black, African American or African",In_Combination,78
2020,CA-504,Hispanic/Latina/e/o,Alone,58
2020,CA-504,Hispanic/Latina/e/o,In_Combination,677
2020,CA-504,Native Hawaiian or Pacific Islander,Alone,33
2020,CA-504,Native Hawaiian or Pacific Islander,In_Combination,42
2020,CA-504,White,Alone,1686
2020,CA-504,White,In_Combination,593
2020,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,72
2020,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,625
2020,CA-505,Asian or Asian American,Alone,91
2020,CA-505,Asian or Asian American,In_Combination,65
2020,CA-505,"Black, African American or African",Alone,2310
2020,CA-505,"Black, African American or African",In_Combination,321
