CALENDAR_YEAR,LOCATION_ID,LOCATION,GENDER_CATEGORY,GENDER_HOMELESSNESS_COUNT,RACE_CATEGORY,RACE_COMBINATION,RACE_COUNT
2018,CA-517,Napa County CoC,Transgender,*,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-517,Napa County CoC,Transgender,*,White,Alone,510
2018,CA-517,Napa County CoC,Transgender,*,White,In_Combination,262
2018,CA-518,Solano County CoC,Cisgender Man,468,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-518,Solano County CoC,Cisgender Man,468,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2018,CA-518,Solano County CoC,Cisgender Man,468,Asian or Asian American,Alone,*
2018,CA-518,Solano County CoC,Cisgender Man,468,Asian or Asian American,In_Combination,17
2018,CA-518,Solano County CoC,Cisgender Man,468,"Black, African American or African",Alone,345
2018,CA-518,Solano County CoC,Cisgender Man,468,"Black, African American or African",In_Combination,64
2018,CA-518,Solano County CoC,Cisgender Man,468,Hispanic/Latina/e/o,Alone,35
2018,CA-518,Solano County CoC,Cisgender Man,468,Hispanic/Latina/e/o,In_Combination,127
2018,CA-518,Solano County CoC,Cisgender Man,468,Native Hawaiian or Pacific Islander,Alone,11
2018,CA-518,Solano County CoC,Cisgender Man,468,Native Hawaiian or Pacific Islander,In_Combination,12
2018,CA-518,Solano County CoC,Cisgender Man,468,White,Alone,269
2018,CA-518,Solano County CoC,Cisgender Man,468,White,In_Combination,135
2018,CA-518,Solano County CoC,Cisgender Woman,446,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-518,Solano County CoC,Cisgender Woman,446,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2018,CA-518,Solano County CoC,Cisgender Woman,446,Asian or Asian American,Alone,*
2018,CA-518,Solano County CoC,Cisgender Woman,446,Asian or Asian American,In_Combination,17
2018,CA-518,Solano County CoC,Cisgender Woman,446,"Black, African American or African",Alone,345
2018,CA-518,Solano County CoC,Cisgender Woman,446,"Black, African American or African",In_Combination,64
2018,CA-518,Solano County CoC,Cisgender Woman,446,Hispanic/Latina/e/o,Alone,35
2018,CA-518,Solano County CoC,Cisgender Woman,446,Hispanic/Latina/e/o,In_Combination,127
2018,CA-518,Solano County CoC,Cisgender Woman,446,Native Hawaiian or Pacific Islander,Alone,11
2018,CA-518,Solano County CoC,Cisgender Woman,446,Native Hawaiian or Pacific Islander,In_Combination,12
2018,CA-518,Solano County CoC,Cisgender Woman,446,White,Alone,269
2018,CA-518,Solano County CoC,Cisgender Woman,446,White,In_Combination,135
2018,CA-518,Solano County CoC,Client doesn't know,*,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-518,Solano County CoC,Client doesn't know,*,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2018,CA-518,Solano County CoC,Client doesn't know,*,Asian or Asian American,Alone,*
2018,CA-518,Solano County CoC,Client doesn't know,*,Asian or Asian American,In_Combination,17
2018,CA-518,Solano County CoC,Client doesn't know,*,"Black, African American or African",Alone,345
2018,CA-518,Solano County CoC,Client doesn't know,*,"Black, African American or African",In_Combination,64
2018,CA-518,Solano County CoC,Client doesn't know,*,Hispanic/Latina/e/o,Alone,35
2018,CA-518,Solano County CoC,Client doesn't know,*,Hispanic/Latina/e/o,In_Combination,127
2018,CA-518,Solano County CoC,Client doesn't know,*,Native Hawaiian or Pacific Islander,Alone,11
2018,CA-518,Solano County CoC,Client doesn't know,*,Native Hawaiian or Pacific Islander,In_Combination,12
2018,CA-518,Solano County CoC,Client doesn't know,*,White,Alone,269
2018,CA-518,Solano County CoC,Client doesn't know,*,White,In_Combination,135
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,Alone,*
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,In_Combination,17
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",Alone,345
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",In_Combination,64
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,Alone,35
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,In_Combination,127
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,Alone,11
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,In_Combination,12
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,Alone,269
2018,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,In_Combination,135
2018,CA-518,Solano County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-518,Solano County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2018,CA-518,Solano County CoC,Transgender,*,Asian or Asian American,Alone,*
2018,CA-518,Solano County CoC,Transgender,*,Asian or Asian American,In_Combination,17
2018,CA-518,Solano County CoC,Transgender,*,"Black, African American or African",Alone,345
2018,CA-518,Solano County CoC,Transgender,*,"Black, African American or African",In_Combination,64
2018,CA-518,Solano County CoC,Transgender,*,Hispanic/Latina/e/o,Alone,35
2018,CA-518,Solano County CoC,Transgender,*,Hispanic/Latina/e/o,In_Combination,127
2018,CA-518,Solano County CoC,Transgender,*,Native Hawaiian or Pacific Islander,Alone,11
2018,CA-518,Solano County CoC,Transgender,*,Native Hawaiian or Pacific Islander,In_Combination,12
2018,CA-518,Solano County CoC,Transgender,*,White,Alone,269
2018,CA-518,Solano County CoC,Transgender,*,White,In_Combination,135
2018,CA-519,Butte County CoC,Cisgender Man,804,"American Indian, Alaska Native, or Indigenous",Alone,43
2018,CA-519,Butte County CoC,Cisgender Man,804,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2018,CA-519,Butte County CoC,Cisgender Man,804,Asian or Asian American,Alone,*
2018,CA-519,Butte County CoC,Cisgender Man,804,Asian or Asian American,In_Combination,*
2018,CA-519,Butte County CoC,Cisgender Man,804,"Black, African American or African",Alone,109
2018,CA-519,Butte County CoC,Cisgender Man,804,"Black, African American or African",In_Combination,57
2018,CA-519,Butte County CoC,Cisgender Man,804,Hispanic/Latina/e/o,Alone,*
2018,CA-519,Butte County CoC,Cisgender Man,804,Hispanic/Latina/e/o,In_Combination,178
2018,CA-519,Butte County CoC,Cisgender Man,804,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-519,Butte County CoC,Cisgender Man,804,Native Hawaiian or Pacific Islander,In_Combination,11
2018,CA-519,Butte County CoC,Cisgender Man,804,White,Alone,1031
2018,CA-519,Butte County CoC,Cisgender Man,804,White,In_Combination,221
2018,CA-519,Butte County CoC,Cisgender Woman,677,"American Indian, Alaska Native, or Indigenous",Alone,43
2018,CA-519,Butte County CoC,Cisgender Woman,677,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2018,CA-519,Butte County CoC,Cisgender Woman,677,Asian or Asian American,Alone,*
2018,CA-519,Butte County CoC,Cisgender Woman,677,Asian or Asian American,In_Combination,*
2018,CA-519,Butte County CoC,Cisgender Woman,677,"Black, African American or African",Alone,109
2018,CA-519,Butte County CoC,Cisgender Woman,677,"Black, African American or African",In_Combination,57
2018,CA-519,Butte County CoC,Cisgender Woman,677,Hispanic/Latina/e/o,Alone,*
2018,CA-519,Butte County CoC,Cisgender Woman,677,Hispanic/Latina/e/o,In_Combination,178
2018,CA-519,Butte County CoC,Cisgender Woman,677,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-519,Butte County CoC,Cisgender Woman,677,Native Hawaiian or Pacific Islander,In_Combination,11
2018,CA-519,Butte County CoC,Cisgender Woman,677,White,Alone,1031
2018,CA-519,Butte County CoC,Cisgender Woman,677,White,In_Combination,221
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",Alone,43
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,Alone,*
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,In_Combination,*
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",Alone,109
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",In_Combination,57
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,Alone,*
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,In_Combination,178
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,In_Combination,11
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,Alone,1031
2018,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,In_Combination,221
2018,CA-519,Butte County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",Alone,43
2018,CA-519,Butte County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",In_Combination,71
2018,CA-519,Butte County CoC,Transgender,*,Asian or Asian American,Alone,*
2018,CA-519,Butte County CoC,Transgender,*,Asian or Asian American,In_Combination,*
2018,CA-519,Butte County CoC,Transgender,*,"Black, African American or African",Alone,109
2018,CA-519,Butte County CoC,Transgender,*,"Black, African American or African",In_Combination,57
2018,CA-519,Butte County CoC,Transgender,*,Hispanic/Latina/e/o,Alone,*
2018,CA-519,Butte County CoC,Transgender,*,Hispanic/Latina/e/o,In_Combination,178
2018,CA-519,Butte County CoC,Transgender,*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-519,Butte County CoC,Transgender,*,Native Hawaiian or Pacific Islander,In_Combination,11
2018,CA-519,Butte County CoC,Transgender,*,White,Alone,1031
2018,CA-519,Butte County CoC,Transgender,*,White,In_Combination,221
2018,CA-520,Merced County CoC,Cisgender Man,531,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-520,Merced County CoC,Cisgender Man,531,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-520,Merced County CoC,Cisgender Man,531,Asian or Asian American,Alone,*
2018,CA-520,Merced County CoC,Cisgender Man,531,Asian or Asian American,In_Combination,*
2018,CA-520,Merced County CoC,Cisgender Man,531,"Black, African American or African",Alone,182
2018,CA-520,Merced County CoC,Cisgender Man,531,"Black, African American or African",In_Combination,15
2018,CA-520,Merced County CoC,Cisgender Man,531,Hispanic/Latina/e/o,Alone,*
2018,CA-520,Merced County CoC,Cisgender Man,531,Hispanic/Latina/e/o,In_Combination,290
2018,CA-520,Merced County CoC,Cisgender Man,531,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-520,Merced County CoC,Cisgender Man,531,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-520,Merced County CoC,Cisgender Man,531,White,Alone,382
2018,CA-520,Merced County CoC,Cisgender Man,531,White,In_Combination,288
2018,CA-520,Merced County CoC,Cisgender Woman,372,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-520,Merced County CoC,Cisgender Woman,372,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-520,Merced County CoC,Cisgender Woman,372,Asian or Asian American,Alone,*
2018,CA-520,Merced County CoC,Cisgender Woman,372,Asian or Asian American,In_Combination,*
2018,CA-520,Merced County CoC,Cisgender Woman,372,"Black, African American or African",Alone,182
2018,CA-520,Merced County CoC,Cisgender Woman,372,"Black, African American or African",In_Combination,15
2018,CA-520,Merced County CoC,Cisgender Woman,372,Hispanic/Latina/e/o,Alone,*
2018,CA-520,Merced County CoC,Cisgender Woman,372,Hispanic/Latina/e/o,In_Combination,290
2018,CA-520,Merced County CoC,Cisgender Woman,372,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-520,Merced County CoC,Cisgender Woman,372,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-520,Merced County CoC,Cisgender Woman,372,White,Alone,382
2018,CA-520,Merced County CoC,Cisgender Woman,372,White,In_Combination,288
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,Alone,*
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,In_Combination,*
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",Alone,182
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",In_Combination,15
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,Alone,*
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,In_Combination,290
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,Alone,382
2018,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,In_Combination,288
2018,CA-520,Merced County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-520,Merced County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-520,Merced County CoC,Transgender,*,Asian or Asian American,Alone,*
2018,CA-520,Merced County CoC,Transgender,*,Asian or Asian American,In_Combination,*
2018,CA-520,Merced County CoC,Transgender,*,"Black, African American or African",Alone,182
2018,CA-520,Merced County CoC,Transgender,*,"Black, African American or African",In_Combination,15
2018,CA-520,Merced County CoC,Transgender,*,Hispanic/Latina/e/o,Alone,*
2018,CA-520,Merced County CoC,Transgender,*,Hispanic/Latina/e/o,In_Combination,290
2018,CA-520,Merced County CoC,Transgender,*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-520,Merced County CoC,Transgender,*,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-520,Merced County CoC,Transgender,*,White,Alone,382
2018,CA-520,Merced County CoC,Transgender,*,White,In_Combination,288
2018,CA-521,Yolo County CoC,Cisgender Man,496,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-521,Yolo County CoC,Cisgender Man,496,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Yolo County CoC,Cisgender Man,496,Asian or Asian American,Alone,*
2018,CA-521,Yolo County CoC,Cisgender Man,496,Asian or Asian American,In_Combination,*
2018,CA-521,Yolo County CoC,Cisgender Man,496,"Black, African American or African",Alone,188
2018,CA-521,Yolo County CoC,Cisgender Man,496,"Black, African American or African",In_Combination,64
2018,CA-521,Yolo County CoC,Cisgender Man,496,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Yolo County CoC,Cisgender Man,496,Hispanic/Latina/e/o,In_Combination,310
2018,CA-521,Yolo County CoC,Cisgender Man,496,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Yolo County CoC,Cisgender Man,496,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,Yolo County CoC,Cisgender Man,496,White,Alone,368
2018,CA-521,Yolo County CoC,Cisgender Man,496,White,In_Combination,267
2018,CA-521,Yolo County CoC,Cisgender Woman,469,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-521,Yolo County CoC,Cisgender Woman,469,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Yolo County CoC,Cisgender Woman,469,Asian or Asian American,Alone,*
2018,CA-521,Yolo County CoC,Cisgender Woman,469,Asian or Asian American,In_Combination,*
2018,CA-521,Yolo County CoC,Cisgender Woman,469,"Black, African American or African",Alone,188
2018,CA-521,Yolo County CoC,Cisgender Woman,469,"Black, African American or African",In_Combination,64
2018,CA-521,Yolo County CoC,Cisgender Woman,469,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Yolo County CoC,Cisgender Woman,469,Hispanic/Latina/e/o,In_Combination,310
2018,CA-521,Yolo County CoC,Cisgender Woman,469,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Yolo County CoC,Cisgender Woman,469,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,Yolo County CoC,Cisgender Woman,469,White,Alone,368
2018,CA-521,Yolo County CoC,Cisgender Woman,469,White,In_Combination,267
2018,CA-521,Yolo County CoC,Client doesn't know,*,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-521,Yolo County CoC,Client doesn't know,*,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Yolo County CoC,Client doesn't know,*,Asian or Asian American,Alone,*
2018,CA-521,Yolo County CoC,Client doesn't know,*,Asian or Asian American,In_Combination,*
2018,CA-521,Yolo County CoC,Client doesn't know,*,"Black, African American or African",Alone,188
2018,CA-521,Yolo County CoC,Client doesn't know,*,"Black, African American or African",In_Combination,64
2018,CA-521,Yolo County CoC,Client doesn't know,*,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Yolo County CoC,Client doesn't know,*,Hispanic/Latina/e/o,In_Combination,310
2018,CA-521,Yolo County CoC,Client doesn't know,*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Yolo County CoC,Client doesn't know,*,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,Yolo County CoC,Client doesn't know,*,White,Alone,368
2018,CA-521,Yolo County CoC,Client doesn't know,*,White,In_Combination,267
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,Alone,*
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Asian or Asian American,In_Combination,*
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",Alone,188
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,"Black, African American or African",In_Combination,64
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Hispanic/Latina/e/o,In_Combination,310
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,Alone,368
2018,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*,White,In_Combination,267
2018,CA-521,Yolo County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-521,Yolo County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Yolo County CoC,Transgender,*,Asian or Asian American,Alone,*
2018,CA-521,Yolo County CoC,Transgender,*,Asian or Asian American,In_Combination,*
2018,CA-521,Yolo County CoC,Transgender,*,"Black, African American or African",Alone,188
2018,CA-521,Yolo County CoC,Transgender,*,"Black, African American or African",In_Combination,64
2018,CA-521,Yolo County CoC,Transgender,*,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Yolo County CoC,Transgender,*,Hispanic/Latina/e/o,In_Combination,310
2018,CA-521,Yolo County CoC,Transgender,*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Yolo County CoC,Transgender,*,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,Yolo County CoC,Transgender,*,White,Alone,368
2018,CA-521,Yolo County CoC,Transgender,*,White,In_Combination,267
2018,CA-522,Humboldt County CoC,Cisgender Man,614,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,Humboldt County CoC,Cisgender Man,614,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Humboldt County CoC,Cisgender Man,614,Asian or Asian American,Alone,*
2018,CA-522,Humboldt County CoC,Cisgender Man,614,Asian or Asian American,In_Combination,*
2018,CA-522,Humboldt County CoC,Cisgender Man,614,"Black, African American or African",Alone,48
2018,CA-522,Humboldt County CoC,Cisgender Man,614,"Black, African American or African",In_Combination,25
2018,CA-522,Humboldt County CoC,Cisgender Man,614,Hispanic/Latina/e/o,Alone,20
2018,CA-522,Humboldt County CoC,Cisgender Man,614,Hispanic/Latina/e/o,In_Combination,134
2018,CA-522,Humboldt County CoC,Cisgender Man,614,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-522,Humboldt County CoC,Cisgender Man,614,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-522,Humboldt County CoC,Cisgender Man,614,White,Alone,633
2018,CA-522,Humboldt County CoC,Cisgender Man,614,White,In_Combination,197
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,Asian or Asian American,Alone,*
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,Asian or Asian American,In_Combination,*
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,"Black, African American or African",Alone,48
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,"Black, African American or African",In_Combination,25
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,Hispanic/Latina/e/o,Alone,20
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,Hispanic/Latina/e/o,In_Combination,134
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,White,Alone,633
2018,CA-522,Humboldt County CoC,Cisgender Woman,430,White,In_Combination,197
2018,CA-522,Humboldt County CoC,Client doesn't know,14,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,Humboldt County CoC,Client doesn't know,14,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Humboldt County CoC,Client doesn't know,14,Asian or Asian American,Alone,*
2018,CA-522,Humboldt County CoC,Client doesn't know,14,Asian or Asian American,In_Combination,*
2018,CA-522,Humboldt County CoC,Client doesn't know,14,"Black, African American or African",Alone,48
2018,CA-522,Humboldt County CoC,Client doesn't know,14,"Black, African American or African",In_Combination,25
2018,CA-522,Humboldt County CoC,Client doesn't know,14,Hispanic/Latina/e/o,Alone,20
2018,CA-522,Humboldt County CoC,Client doesn't know,14,Hispanic/Latina/e/o,In_Combination,134
2018,CA-522,Humboldt County CoC,Client doesn't know,14,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-522,Humboldt County CoC,Client doesn't know,14,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-522,Humboldt County CoC,Client doesn't know,14,White,Alone,633
2018,CA-522,Humboldt County CoC,Client doesn't know,14,White,In_Combination,197
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,Asian or Asian American,Alone,*
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,Asian or Asian American,In_Combination,*
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,"Black, African American or African",Alone,48
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,"Black, African American or African",In_Combination,25
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,Hispanic/Latina/e/o,Alone,20
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,Hispanic/Latina/e/o,In_Combination,134
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,White,Alone,633
2018,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12,White,In_Combination,197
2018,CA-522,Humboldt County CoC,Questioning,*,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,Humboldt County CoC,Questioning,*,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Humboldt County CoC,Questioning,*,Asian or Asian American,Alone,*
2018,CA-522,Humboldt County CoC,Questioning,*,Asian or Asian American,In_Combination,*
2018,CA-522,Humboldt County CoC,Questioning,*,"Black, African American or African",Alone,48
2018,CA-522,Humboldt County CoC,Questioning,*,"Black, African American or African",In_Combination,25
2018,CA-522,Humboldt County CoC,Questioning,*,Hispanic/Latina/e/o,Alone,20
2018,CA-522,Humboldt County CoC,Questioning,*,Hispanic/Latina/e/o,In_Combination,134
2018,CA-522,Humboldt County CoC,Questioning,*,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-522,Humboldt County CoC,Questioning,*,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-522,Humboldt County CoC,Questioning,*,White,Alone,633
2018,CA-522,Humboldt County CoC,Questioning,*,White,In_Combination,197
2018,CA-522,Humboldt County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",Alone,67
2018,CA-522,Humboldt County CoC,Transgender,*,"American Indian, Alaska Native, or Indigenous",In_Combination,120
2018,CA-522,Humboldt County CoC,Transgender,*,Asian or Asian American,Alone,*
2018,CA-522,Humboldt County CoC,Transgender,*,Asian or Asian American,In_Combination,*
2018,CA-522,Humboldt County CoC,Transgender,*,"Black, African American or African",Alone,48
2018,CA-522,Humboldt County CoC,Transgender,*,"Black, African American or African",In_Combination,25
