CALENDAR_YEAR,LOCATION_ID,LOCATION,GENDER,EXPERIENCING_HOMELESSNESS_CNT
2019,CA-507,Marin County CoC,Client doesn't know,*
2019,CA-507,Marin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-507,Marin County CoC,Transgender,*
2019,CA-508,Santa Cruz County CoC,Cisgender Man,1343
2019,CA-508,Santa Cruz County CoC,Cisgender Woman,858
2019,CA-508,Santa Cruz County CoC,Client doesn't know,47
2019,CA-508,Santa Cruz County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-508,Santa Cruz County CoC,Transgender,*
2019,CA-509,Mendocino County CoC,Cisgender Man,399
2019,CA-509,Mendocino County CoC,Cisgender Woman,318
2019,CA-509,Mendocino County CoC,Client doesn't know,16
2019,CA-509,Mendocino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-509,Mendocino County CoC,Transgender,*
2019,CA-510,Stanislaus County CoC,Cisgender Man,3398
2019,CA-510,Stanislaus County CoC,Cisgender Woman,2820
2019,CA-510,Stanislaus County CoC,Client doesn't know,*
2019,CA-510,Stanislaus County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-510,Stanislaus County CoC,Questioning,*
2019,CA-510,Stanislaus County CoC,Transgender,*
2019,CA-511,San Joaquin County CoC,Cisgender Man,4998
2019,CA-511,San Joaquin County CoC,Cisgender Woman,4527
2019,CA-511,San Joaquin County CoC,Client doesn't know,*
2019,CA-511,San Joaquin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-511,San Joaquin County CoC,Transgender,*
2019,CA-512,San Mateo County CoC,Cisgender Man,2556
2019,CA-512,San Mateo County CoC,Cisgender Woman,1834
2019,CA-512,San Mateo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-512,San Mateo County CoC,Transgender,14
2019,CA-513,"Kings, Tulare Counties CoC",Cisgender Man,1693
2019,CA-513,"Kings, Tulare Counties CoC",Cisgender Woman,1749
2019,CA-513,"Kings, Tulare Counties CoC",Client doesn't know,*
2019,CA-513,"Kings, Tulare Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-513,"Kings, Tulare Counties CoC",Transgender,*
2019,CA-514,"Fresno, Madera Counties CoC",Cisgender Man,1481
2019,CA-514,"Fresno, Madera Counties CoC",Cisgender Woman,1283
2019,CA-514,"Fresno, Madera Counties CoC",Client doesn't know,21
2019,CA-514,"Fresno, Madera Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-514,"Fresno, Madera Counties CoC",Questioning,*
2019,CA-514,"Fresno, Madera Counties CoC",Transgender,14
2019,CA-515,Placer County CoC,Cisgender Man,923
2019,CA-515,Placer County CoC,Cisgender Woman,749
2019,CA-515,Placer County CoC,Client doesn't know,*
2019,CA-515,Placer County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-515,Placer County CoC,Transgender,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Man,329
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Woman,369
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Client doesn't know,161
2019,CA-517,Napa County CoC,Cisgender Man,554
2019,CA-517,Napa County CoC,Cisgender Woman,375
2019,CA-517,Napa County CoC,Transgender,*
2019,CA-518,Solano County CoC,Cisgender Man,566
2019,CA-518,Solano County CoC,Cisgender Woman,538
2019,CA-518,Solano County CoC,Client doesn't know,*
2019,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-518,Solano County CoC,Transgender,*
2019,CA-519,Butte County CoC,Cisgender Man,984
2019,CA-519,Butte County CoC,Cisgender Woman,753
2019,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-519,Butte County CoC,Transgender,*
2019,CA-520,Merced County CoC,Cisgender Man,1506
2019,CA-520,Merced County CoC,Cisgender Woman,1572
2019,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-520,Merced County CoC,Transgender,*
2019,CA-521,Yolo County CoC,Cisgender Man,610
2019,CA-521,Yolo County CoC,Cisgender Woman,588
2019,CA-521,Yolo County CoC,Client doesn't know,*
2019,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-521,Yolo County CoC,Transgender,*
2019,CA-522,Humboldt County CoC,Cisgender Man,899
2019,CA-522,Humboldt County CoC,Cisgender Woman,558
2019,CA-522,Humboldt County CoC,Client doesn't know,135
2019,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-522,Humboldt County CoC,Questioning,*
2019,CA-522,Humboldt County CoC,Transgender,13
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Man,169
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Woman,214
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Client doesn't know,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-524,"Yuba, Sutter Counties CoC",Cisgender Man,12
2019,CA-524,"Yuba, Sutter Counties CoC",Cisgender Woman,14
2019,CA-525,El Dorado County CoC,Cisgender Man,208
2019,CA-525,El Dorado County CoC,Cisgender Woman,146
2019,CA-525,El Dorado County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-525,El Dorado County CoC,Transgender,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Man,298
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Woman,370
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Transgender,*
2019,CA-527,Tehama County CoC,Cisgender Man,234
2019,CA-527,Tehama County CoC,Cisgender Woman,140
2019,CA-527,Tehama County CoC,Client doesn't know,*
2019,CA-529,Lake County CoC,Cisgender Man,100
2019,CA-529,Lake County CoC,Cisgender Woman,132
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Man,75
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Woman,79
2019,CA-531,Nevada County CoC,Cisgender Man,392
2019,CA-531,Nevada County CoC,Cisgender Woman,215
2019,CA-531,Nevada County CoC,Client doesn't know,*
2019,CA-531,Nevada County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-531,Nevada County CoC,Transgender,*
2019,CA-600,Los Angeles County CoC,Cisgender Man,49750
2019,CA-600,Los Angeles County CoC,Cisgender Woman,34350
2019,CA-600,Los Angeles County CoC,Client doesn't know,676
2019,CA-600,Los Angeles County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",112
2019,CA-600,Los Angeles County CoC,Transgender,553
2019,CA-601,San Diego County CoC,Cisgender Man,10035
2019,CA-601,San Diego County CoC,Cisgender Woman,5940
2019,CA-601,San Diego County CoC,Client doesn't know,140
2019,CA-601,San Diego County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",24
2019,CA-601,San Diego County CoC,Transgender,69
2019,CA-602,Orange County CoC,Cisgender Man,7171
2019,CA-602,Orange County CoC,Cisgender Woman,5214
2019,CA-602,Orange County CoC,Client doesn't know,13
2019,CA-602,Orange County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-602,Orange County CoC,Transgender,34
2019,CA-603,Santa Barbara County CoC,Cisgender Man,1697
2019,CA-603,Santa Barbara County CoC,Cisgender Woman,1088
2019,CA-603,Santa Barbara County CoC,Client doesn't know,*
2019,CA-603,Santa Barbara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-603,Santa Barbara County CoC,Transgender,*
2019,CA-604,Kern County CoC,Cisgender Man,2568
2019,CA-604,Kern County CoC,Cisgender Woman,2121
2019,CA-604,Kern County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-604,Kern County CoC,Transgender,*
2019,CA-606,Long Beach CoC (Los Angeles County),Cisgender Man,2570
2019,CA-606,Long Beach CoC (Los Angeles County),Cisgender Woman,1498
2019,CA-606,Long Beach CoC (Los Angeles County),Client doesn't know,*
2019,CA-606,Long Beach CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-606,Long Beach CoC (Los Angeles County),Transgender,11
2019,CA-607,Pasadena CoC (Los Angeles County),Cisgender Man,971
2019,CA-607,Pasadena CoC (Los Angeles County),Cisgender Woman,608
2019,CA-607,Pasadena CoC (Los Angeles County),Client doesn't know,*
2019,CA-607,Pasadena CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-607,Pasadena CoC (Los Angeles County),Transgender,14
2019,CA-608,Riverside County CoC,Cisgender Man,4382
2019,CA-608,Riverside County CoC,Cisgender Woman,3536
2019,CA-608,Riverside County CoC,Client doesn't know,*
2019,CA-608,Riverside County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-608,Riverside County CoC,Transgender,24
2019,CA-609,San Bernardino County CoC,Cisgender Man,3865
2019,CA-609,San Bernardino County CoC,Cisgender Woman,3813
2019,CA-609,San Bernardino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-609,San Bernardino County CoC,Transgender,*
2019,CA-611,Ventura County CoC,Cisgender Man,1085
2019,CA-611,Ventura County CoC,Cisgender Woman,937
2019,CA-611,Ventura County CoC,Client doesn't know,*
2019,CA-611,Ventura County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-611,Ventura County CoC,Transgender,*
2019,CA-612,Glendale CoC (Los Angeles County),Cisgender Man,207
2019,CA-612,Glendale CoC (Los Angeles County),Cisgender Woman,266
2019,CA-612,Glendale CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-612,Glendale CoC (Los Angeles County),Transgender,*
2019,CA-613,Imperial County CoC,Cisgender Man,543
2019,CA-613,Imperial County CoC,Cisgender Woman,273
2019,CA-613,Imperial County CoC,Client doesn't know,*
2019,CA-614,San Luis Obispo County CoC,Cisgender Man,1186
2019,CA-614,San Luis Obispo County CoC,Cisgender Woman,881
2019,CA-614,San Luis Obispo County CoC,Client doesn't know,*
2019,CA-614,San Luis Obispo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2019,CA-614,San Luis Obispo County CoC,Transgender,*
2020,All,California,Cisgender Man,143718
2020,All,California,Cisgender Woman,103688
2020,All,California,Client doesn't know,2205
2020,All,California,"Culturally Specific, Non-Binary, and/or a Different Identity",440
2020,All,California,Questioning,*
2020,All,California,Transgender,1281
2020,CA-500,Santa Clara County CoC,Cisgender Man,6900
2020,CA-500,Santa Clara County CoC,Cisgender Woman,4621
2020,CA-500,Santa Clara County CoC,Client doesn't know,43
2020,CA-500,Santa Clara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",26
2020,CA-500,Santa Clara County CoC,Transgender,56
2020,CA-501,San Francisco CoC,Cisgender Man,6694
2020,CA-501,San Francisco CoC,Cisgender Woman,4357
2020,CA-501,San Francisco CoC,Client doesn't know,336
2020,CA-501,San Francisco CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",67
2020,CA-501,San Francisco CoC,Transgender,167
2020,CA-502,Alameda County CoC,Cisgender Man,5350
2020,CA-502,Alameda County CoC,Cisgender Woman,3639
2020,CA-502,Alameda County CoC,Client doesn't know,*
2020,CA-502,Alameda County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",22
2020,CA-502,Alameda County CoC,Questioning,*
2020,CA-502,Alameda County CoC,Transgender,35
2020,CA-503,Sacramento County CoC,Cisgender Man,5346
2020,CA-503,Sacramento County CoC,Cisgender Woman,4736
2020,CA-503,Sacramento County CoC,Client doesn't know,76
2020,CA-503,Sacramento County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",34
2020,CA-503,Sacramento County CoC,Questioning,*
2020,CA-503,Sacramento County CoC,Transgender,55
2020,CA-504,Sonoma County CoC,Cisgender Man,2122
2020,CA-504,Sonoma County CoC,Cisgender Woman,1546
2020,CA-504,Sonoma County CoC,Client doesn't know,19
2020,CA-504,Sonoma County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-504,Sonoma County CoC,Questioning,*
2020,CA-504,Sonoma County CoC,Transgender,18
2020,CA-505,Contra Costa County CoC,Cisgender Man,3593
2020,CA-505,Contra Costa County CoC,Cisgender Woman,2661
2020,CA-505,Contra Costa County CoC,Client doesn't know,21
2020,CA-505,Contra Costa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-505,Contra Costa County CoC,Transgender,16
2020,CA-506,"Monterey, San Benito Counties CoC",Cisgender Man,1097
2020,CA-506,"Monterey, San Benito Counties CoC",Cisgender Woman,1086
2020,CA-506,"Monterey, San Benito Counties CoC",Client doesn't know,*
2020,CA-506,"Monterey, San Benito Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-506,"Monterey, San Benito Counties CoC",Transgender,*
2020,CA-507,Marin County CoC,Cisgender Man,638
2020,CA-507,Marin County CoC,Cisgender Woman,493
2020,CA-507,Marin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-507,Marin County CoC,Transgender,*
2020,CA-508,Santa Cruz County CoC,Cisgender Man,1445
2020,CA-508,Santa Cruz County CoC,Cisgender Woman,954
2020,CA-508,Santa Cruz County CoC,Client doesn't know,16
2020,CA-508,Santa Cruz County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-508,Santa Cruz County CoC,Transgender,11
2020,CA-509,Mendocino County CoC,Cisgender Man,519
2020,CA-509,Mendocino County CoC,Cisgender Woman,462
2020,CA-509,Mendocino County CoC,Client doesn't know,*
2020,CA-509,Mendocino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-509,Mendocino County CoC,Transgender,*
2020,CA-510,Stanislaus County CoC,Cisgender Man,2602
2020,CA-510,Stanislaus County CoC,Cisgender Woman,2202
2020,CA-510,Stanislaus County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-510,Stanislaus County CoC,Transgender,*
2020,CA-511,San Joaquin County CoC,Cisgender Man,3595
2020,CA-511,San Joaquin County CoC,Cisgender Woman,3125
2020,CA-511,San Joaquin County CoC,Client doesn't know,*
2020,CA-511,San Joaquin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-511,San Joaquin County CoC,Transgender,11
2020,CA-512,San Mateo County CoC,Cisgender Man,2528
2020,CA-512,San Mateo County CoC,Cisgender Woman,1751
2020,CA-512,San Mateo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-512,San Mateo County CoC,Transgender,15
2020,CA-513,"Kings, Tulare Counties CoC",Cisgender Man,1621
2020,CA-513,"Kings, Tulare Counties CoC",Cisgender Woman,1668
2020,CA-513,"Kings, Tulare Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-513,"Kings, Tulare Counties CoC",Transgender,*
2020,CA-514,"Fresno, Madera Counties CoC",Cisgender Man,2525
2020,CA-514,"Fresno, Madera Counties CoC",Cisgender Woman,2042
2020,CA-514,"Fresno, Madera Counties CoC",Client doesn't know,*
2020,CA-514,"Fresno, Madera Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-514,"Fresno, Madera Counties CoC",Questioning,*
2020,CA-514,"Fresno, Madera Counties CoC",Transgender,16
2020,CA-515,Placer County CoC,Cisgender Man,957
2020,CA-515,Placer County CoC,Cisgender Woman,765
2020,CA-515,Placer County CoC,Client doesn't know,13
2020,CA-515,Placer County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-515,Placer County CoC,Transgender,*
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Man,652
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Woman,624
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Client doesn't know,180
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Transgender,*
2020,CA-517,Napa County CoC,Cisgender Man,851
2020,CA-517,Napa County CoC,Cisgender Woman,510
2020,CA-517,Napa County CoC,Client doesn't know,*
2020,CA-517,Napa County CoC,Transgender,*
2020,CA-518,Solano County CoC,Cisgender Man,733
2020,CA-518,Solano County CoC,Cisgender Woman,529
2020,CA-518,Solano County CoC,Client doesn't know,*
2020,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-518,Solano County CoC,Questioning,*
2020,CA-518,Solano County CoC,Transgender,*
2020,CA-519,Butte County CoC,Cisgender Man,1020
2020,CA-519,Butte County CoC,Cisgender Woman,818
2020,CA-519,Butte County CoC,Client doesn't know,*
2020,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-519,Butte County CoC,Transgender,*
2020,CA-520,Merced County CoC,Cisgender Man,1283
2020,CA-520,Merced County CoC,Cisgender Woman,1347
2020,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-520,Merced County CoC,Transgender,*
2020,CA-521,Yolo County CoC,Cisgender Man,845
2020,CA-521,Yolo County CoC,Cisgender Woman,696
2020,CA-521,Yolo County CoC,Client doesn't know,*
2020,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-521,Yolo County CoC,Transgender,*
2020,CA-522,Humboldt County CoC,Cisgender Man,997
2020,CA-522,Humboldt County CoC,Cisgender Woman,566
2020,CA-522,Humboldt County CoC,Client doesn't know,163
2020,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-522,Humboldt County CoC,Transgender,*
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Man,225
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Woman,283
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Client doesn't know,*
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Transgender,*
2020,CA-524,"Yuba, Sutter Counties CoC",Cisgender Man,313
2020,CA-524,"Yuba, Sutter Counties CoC",Cisgender Woman,396
2020,CA-524,"Yuba, Sutter Counties CoC",Transgender,*
2020,CA-525,El Dorado County CoC,Cisgender Man,256
2020,CA-525,El Dorado County CoC,Cisgender Woman,175
2020,CA-525,El Dorado County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-525,El Dorado County CoC,Transgender,*
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Man,326
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Woman,389
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Transgender,*
2020,CA-527,Tehama County CoC,Cisgender Man,270
2020,CA-527,Tehama County CoC,Cisgender Woman,179
2020,CA-529,Lake County CoC,Cisgender Man,89
2020,CA-529,Lake County CoC,Cisgender Woman,82
2020,CA-529,Lake County CoC,Transgender,*
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Man,113
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Woman,89
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Client doesn't know,*
2020,CA-531,Nevada County CoC,Cisgender Man,355
2020,CA-531,Nevada County CoC,Cisgender Woman,185
2020,CA-531,Nevada County CoC,Client doesn't know,*
2020,CA-531,Nevada County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-531,Nevada County CoC,Transgender,*
2020,CA-600,Los Angeles County CoC,Cisgender Man,52178
2020,CA-600,Los Angeles County CoC,Cisgender Woman,33567
2020,CA-600,Los Angeles County CoC,Client doesn't know,929
2020,CA-600,Los Angeles County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",134
2020,CA-600,Los Angeles County CoC,Transgender,641
2020,CA-601,San Diego County CoC,Cisgender Man,12451
2020,CA-601,San Diego County CoC,Cisgender Woman,7705
2020,CA-601,San Diego County CoC,Client doesn't know,302
2020,CA-601,San Diego County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",44
2020,CA-601,San Diego County CoC,Questioning,*
2020,CA-601,San Diego County CoC,Transgender,84
2020,CA-602,Orange County CoC,Cisgender Man,6866
2020,CA-602,Orange County CoC,Cisgender Woman,5409
2020,CA-602,Orange County CoC,Client doesn't know,22
2020,CA-602,Orange County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",15
2020,CA-602,Orange County CoC,Questioning,*
2020,CA-602,Orange County CoC,Transgender,30
2020,CA-603,Santa Barbara County CoC,Cisgender Man,1748
2020,CA-603,Santa Barbara County CoC,Cisgender Woman,1151
2020,CA-603,Santa Barbara County CoC,Client doesn't know,11
2020,CA-603,Santa Barbara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",11
2020,CA-603,Santa Barbara County CoC,Transgender,*
2020,CA-604,Kern County CoC,Cisgender Man,2665
2020,CA-604,Kern County CoC,Cisgender Woman,2560
2020,CA-604,Kern County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-604,Kern County CoC,Transgender,*
2020,CA-606,Long Beach CoC (Los Angeles County),Cisgender Man,2530
2020,CA-606,Long Beach CoC (Los Angeles County),Cisgender Woman,1587
2020,CA-606,Long Beach CoC (Los Angeles County),Client doesn't know,13
2020,CA-606,Long Beach CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-606,Long Beach CoC (Los Angeles County),Transgender,16
2020,CA-607,Pasadena CoC (Los Angeles County),Cisgender Man,821
2020,CA-607,Pasadena CoC (Los Angeles County),Cisgender Woman,552
2020,CA-607,Pasadena CoC (Los Angeles County),Client doesn't know,*
2020,CA-607,Pasadena CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-607,Pasadena CoC (Los Angeles County),Transgender,*
2020,CA-608,Riverside County CoC,Cisgender Man,5019
2020,CA-608,Riverside County CoC,Cisgender Woman,4033
2020,CA-608,Riverside County CoC,Client doesn't know,*
2020,CA-608,Riverside County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-608,Riverside County CoC,Transgender,24
2020,CA-609,San Bernardino County CoC,Cisgender Man,4537
2020,CA-609,San Bernardino County CoC,Cisgender Woman,4370
2020,CA-609,San Bernardino County CoC,Client doesn't know,*
2020,CA-609,San Bernardino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-609,San Bernardino County CoC,Transgender,*
2020,CA-611,Ventura County CoC,Cisgender Man,1239
2020,CA-611,Ventura County CoC,Cisgender Woman,978
2020,CA-611,Ventura County CoC,Client doesn't know,*
2020,CA-611,Ventura County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-611,Ventura County CoC,Transgender,12
2020,CA-612,Glendale CoC (Los Angeles County),Cisgender Man,294
2020,CA-612,Glendale CoC (Los Angeles County),Cisgender Woman,281
2020,CA-612,Glendale CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-612,Glendale CoC (Los Angeles County),Transgender,*
2020,CA-613,Imperial County CoC,Cisgender Man,584
2020,CA-613,Imperial County CoC,Cisgender Woman,404
2020,CA-613,Imperial County CoC,Client doesn't know,*
2020,CA-613,Imperial County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-614,San Luis Obispo County CoC,Cisgender Man,941
2020,CA-614,San Luis Obispo County CoC,Cisgender Woman,735
2020,CA-614,San Luis Obispo County CoC,Client doesn't know,*
2020,CA-614,San Luis Obispo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2020,CA-614,San Luis Obispo County CoC,Transgender,*
2021,All,California,Cisgender Man,150447
2021,All,California,Cisgender Woman,110013
2021,All,California,Client doesn't know,3735
2021,All,California,"Culturally Specific, Non-Binary, and/or a Different Identity",618
2021,All,California,Questioning,23
2021,All,California,Transgender,1392
2021,CA-500,Santa Clara County CoC,Cisgender Man,7334
2021,CA-500,Santa Clara County CoC,Cisgender Woman,5283
2021,CA-500,Santa Clara County CoC,Client doesn't know,56
2021,CA-500,Santa Clara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",34
2021,CA-500,Santa Clara County CoC,Transgender,66
2021,CA-501,San Francisco CoC,Cisgender Man,8099
2021,CA-501,San Francisco CoC,Cisgender Woman,5243
2021,CA-501,San Francisco CoC,Client doesn't know,413
2021,CA-501,San Francisco CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",92
2021,CA-501,San Francisco CoC,Questioning,*
2021,CA-501,San Francisco CoC,Transgender,177
2021,CA-502,Alameda County CoC,Cisgender Man,5744
2021,CA-502,Alameda County CoC,Cisgender Woman,4186
2021,CA-502,Alameda County CoC,Client doesn't know,62
2021,CA-502,Alameda County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",25
2021,CA-502,Alameda County CoC,Questioning,*
2021,CA-502,Alameda County CoC,Transgender,30
2021,CA-503,Sacramento County CoC,Cisgender Man,5386
2021,CA-503,Sacramento County CoC,Cisgender Woman,4990
2021,CA-503,Sacramento County CoC,Client doesn't know,246
2021,CA-503,Sacramento County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",49
2021,CA-503,Sacramento County CoC,Questioning,*
2021,CA-503,Sacramento County CoC,Transgender,55
2021,CA-504,Sonoma County CoC,Cisgender Man,2168
2021,CA-504,Sonoma County CoC,Cisgender Woman,1611
2021,CA-504,Sonoma County CoC,Client doesn't know,*
2021,CA-504,Sonoma County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",20
2021,CA-504,Sonoma County CoC,Transgender,25
2021,CA-505,Contra Costa County CoC,Cisgender Man,3270
2021,CA-505,Contra Costa County CoC,Cisgender Woman,2575
2021,CA-505,Contra Costa County CoC,Client doesn't know,*
2021,CA-505,Contra Costa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-505,Contra Costa County CoC,Transgender,*
2021,CA-506,"Monterey, San Benito Counties CoC",Cisgender Man,1271
2021,CA-506,"Monterey, San Benito Counties CoC",Cisgender Woman,1145
2021,CA-506,"Monterey, San Benito Counties CoC",Client doesn't know,*
2021,CA-506,"Monterey, San Benito Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-506,"Monterey, San Benito Counties CoC",Transgender,*
2021,CA-507,Marin County CoC,Cisgender Man,956
2021,CA-507,Marin County CoC,Cisgender Woman,729
2021,CA-507,Marin County CoC,Client doesn't know,96
2021,CA-507,Marin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-507,Marin County CoC,Transgender,*
2021,CA-508,Santa Cruz County CoC,Cisgender Man,1431
2021,CA-508,Santa Cruz County CoC,Cisgender Woman,979
2021,CA-508,Santa Cruz County CoC,Client doesn't know,*
2021,CA-508,Santa Cruz County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2021,CA-508,Santa Cruz County CoC,Transgender,11
2021,CA-509,Mendocino County CoC,Cisgender Man,690
2021,CA-509,Mendocino County CoC,Cisgender Woman,613
2021,CA-509,Mendocino County CoC,Client doesn't know,*
2021,CA-509,Mendocino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
