City,State,Cost of Living Index,total_crime,Average Income,latitude,longitude,temp_month_1,precip_month_1,temp_month_2,precip_month_2,temp_month_3,precip_month_3,temp_month_4,precip_month_4,temp_month_5,precip_month_5,temp_month_6,precip_month_6,temp_month_7,precip_month_7,temp_month_8,precip_month_8,temp_month_9,precip_month_9,temp_month_10,precip_month_10,temp_month_11,precip_month_11,temp_month_12,precip_month_12,avg_annual_temp,avg_annual_precip
Concord,NH,108.3,13,73531.0,43.207178,-71.537476,-0.19,145.71,-2.84,37.54,1.76,100.13,9.1,115.9,13.31,83.07,18.21,130.4,23.15,188.96,19.79,150.98,18.03,108.35,12.65,72.19,2.33,59.17,1.96,172.49,9.771666666666667,113.74083333333334
Cookeville,TN,90.9,18,51132.0,36.1623886,-85.4997057,6.98,148.27,9.21,143.03,9.99,135.62,13.82,91.15,17.98,135.82,20.83,117.91,24.34,143.23,23.85,110.56,20.78,46.12,15.17,19.63,9.94,50.54,6.58,77.17,14.955833333333333,101.58750000000002
Coos Bay,OR,102.0,0,59838.0,43.3678937,-124.2174647,7.39,192.96,5.91,121.16,6.01,255.11,8.77,185.72,12.23,31.34,13.19,4.83,15.9,1.83,17.31,8.06,14.97,76.49,13.27,102.51,10.36,174.29,10.23,358.74,11.295,126.08666666666669
Corning,NY,90.9,0,56349.0,42.1435257,-77.0543408,1.52,73.82,0.14,37.22,1.85,58.6,10.06,69.39,12.5,40.83,18.08,83.96,22.08,128.24,19.31,168.93,16.59,52.31,12.11,62.17,3.62,32.82,2.82,108.13,10.056666666666667,76.36833333333333
Corpus Christi,TX,93.3,27,56833.0,27.7635302,-97.4033191,16.64,15.25,17.22,5.49,21.49,19.11,22.32,145.83,26.05,66.77,30.09,17.74,30.96,19.72,31.47,82.68,30.26,25.78,24.6,93.62,18.41,102.29,16.93,17.99,23.87,51.0225
Corvallis,OR,110.6,59,60307.0,44.5645659,-123.2620435,5.39,91.32,4.41,73.55,5.92,121.67,9.54,149.16,15.91,7.99,17.65,2.58,21.19,0.8,22.57,2.23,17.17,64.69,12.77,74.66,7.5,123.85,7.28,195.98,12.275,75.70666666666666
Cullman,AL,90.5,0,50812.0,34.1335332,-86.8779268,9.55,192.98,11.97,151.63,12.83,179.93,15.61,135.75,20.27,108.96,23.96,85.45,26.49,205.8,25.7,175.24,23.04,15.88,17.1,11.98,11.02,67.88,8.18,136.1,17.143333333333334,122.29833333333333
Cumberland,MD,90.9,0,,39.6526498,-78.762383,4.14,44.6,5.08,54.16,5.89,66.25,13.0,68.58,15.12,49.6,19.06,96.92,24.28,78.27,22.92,59.32,19.12,91.77,13.92,48.05,5.85,50.67,4.62,67.8,12.749999999999998,64.66583333333332
Dalton,GA,89.1,3,47955.0,34.7691867,-84.9702475,8.56,174.73,11.28,128.82,12.18,135.9,15.29,181.97,19.53,48.55,23.01,108.61,26.03,110.1,25.75,171.99,22.57,32.61,17.0,13.19,11.5,45.11,7.8,153.27,16.708333333333332,108.7375
Danville,IL,83.9,0,51471.0,40.125222,-87.6304614,1.15,53.7,2.04,67.89,4.38,116.0,10.92,69.62,17.1,50.04,21.16,44.04,23.14,101.13,22.2,89.98,19.24,21.86,13.0,94.6,5.11,12.56,3.27,75.11,11.8925,66.37750000000001
Danville,VA,87.1,1,,36.5879877,-79.3916713,6.88,105.4,9.77,79.47,10.23,49.14,14.98,143.94,17.23,110.85,20.66,158.71,25.54,74.28,24.23,84.75,20.87,96.72,15.38,27.59,8.49,42.84,6.39,139.12,15.054166666666665,92.73416666666667
Dayton,OH,88.4,89,58304.0,39.7589478,-84.1916069,3.58,91.5,5.39,48.89,6.29,159.53,12.12,85.07,16.99,46.42,21.12,76.5,24.47,130.2,23.07,94.64,20.42,15.8,14.13,59.99,6.99,34.54,5.48,48.76,13.337499999999999,74.31999999999998
Decatur,AL,88.6,0,49630.0,34.6060203,-86.9838165,8.97,131.22,10.98,142.5,12.21,174.14,15.33,114.15,20.43,74.5,24.23,66.13,26.58,107.13,26.35,164.07,23.24,32.08,17.53,11.85,11.36,53.73,7.96,134.38,17.097500000000004,100.49000000000001
Decatur,IL,84.9,2,60030.0,39.8454163,-88.9524151,1.51,45.94,2.29,56.46,5.32,105.89,12.07,35.89,18.46,49.76,22.35,40.24,24.08,87.24,23.16,116.27,20.75,28.14,13.39,99.83,6.17,25.89,3.9,77.43,12.7875,64.08166666666666
Denver,CO,112.1,309,116530.0,39.7392364,-104.984862,-2.07,14.07,0.26,10.71,2.5,12.3,8.63,38.64,14.85,132.63,18.09,128.25,22.92,43.07,22.61,36.57,18.84,37.85,11.16,14.4,6.05,4.01,2.83,15.83,10.555833333333334,40.69416666666667
Des Moines,IA,91.7,30,66761.0,41.5868654,-93.6249494,-3.66,49.03,-1.35,51.66,2.36,37.72,10.71,65.71,17.92,78.89,22.46,81.75,23.06,64.72,23.36,83.78,20.47,56.35,12.43,55.41,5.47,5.48,2.41,37.31,11.303333333333333,55.65083333333333
Detroit,MI,93.2,21,52727.0,42.3315509,-83.0466403,1.38,75.22,1.17,77.77,3.15,92.32,10.28,104.26,15.16,24.75,20.28,79.68,23.51,131.78,21.51,164.71,19.47,34.76,13.12,59.47,5.12,29.88,4.81,65.5,11.58,78.34166666666667
Dothan,AL,86.3,0,54541.0,31.2237285,-85.3934375,12.44,127.86,16.35,44.72,17.2,114.87,19.27,140.06,22.68,42.67,25.76,134.63,27.99,165.36,29.06,49.55,25.05,93.1,19.62,32.65,14.01,66.66,10.84,153.06,20.0225,97.09916666666665
Dover,DE,101.3,17,52494.0,39.158168,-75.5243682,6.0,55.49,5.58,47.87,7.08,47.82,14.61,145.44,16.36,41.02,21.11,78.8,25.88,156.76,24.27,72.17,20.98,169.37,15.62,28.26,7.75,58.23,6.24,198.41,14.29,91.63666666666667
Dubois,PA,88.2,0,57841.0,41.118651,-78.7622342,1.85,89.25,2.49,50.05,2.61,82.29,10.5,67.42,13.47,43.07,17.83,85.62,21.61,165.16,20.22,132.18,17.38,76.2,11.76,102.39,3.87,47.61,3.42,60.97,10.584166666666667,83.5175
Dubuque,IA,89.6,21,63435.0,42.5006243,-90.6647985,-3.29,53.11,-2.88,79.67,1.89,38.64,9.42,46.59,16.41,57.22,21.28,48.16,22.53,96.38,22.44,79.08,19.09,81.74,11.84,109.55,3.32,10.34,1.61,35.06,10.305,61.294999999999995
Duluth,MN,93.2,8,59235.0,46.7729322,-92.1251218,-7.1,47.22,-8.28,43.62,-4.92,68.49,1.81,70.05,10.14,19.0,16.21,75.49,18.18,43.85,18.21,37.74,16.31,205.65,7.9,43.27,0.14,29.13,-0.57,76.11,5.669166666666668,63.30166666666667
Dunn,NC,91.4,0,47518.0,35.3076902,-78.6093257,9.1,91.07,11.46,70.55,12.74,68.44,16.76,143.94,18.89,62.54,22.82,150.48,26.97,152.74,26.53,144.01,22.48,72.78,16.88,28.01,10.96,62.65,8.98,138.37,17.0475,98.79833333333333
Durham,NC,99.8,109,64059.0,35.996653,-78.9018053,8.41,86.69,10.83,69.72,11.5,85.05,16.13,207.53,18.14,78.48,22.52,106.14,26.87,134.45,25.99,76.64,21.84,115.48,16.42,47.23,10.25,49.82,8.08,195.02,16.415000000000003,104.35416666666667
East Stroudsburg,PA,96.1,9,54716.0,40.9995386,-75.1812913,2.75,115.95,1.32,32.53,3.67,69.07,11.53,132.98,13.8,33.53,18.28,157.78,23.3,207.32,20.85,169.34,18.07,147.08,13.25,62.06,4.5,75.66,3.48,220.2,11.233333333333333,118.625
Eau Claire,WI,91.8,7,60575.0,44.811349,-91.4984941,-5.89,48.8,-6.4,58.01,-1.93,75.77,6.98,76.62,15.46,49.3,21.07,54.65,20.82,108.5,20.93,51.26,18.34,89.27,9.9,136.68,1.87,1.36,0.52,36.1,8.4725,65.52666666666666
El Centro,CA,102.3,3,47991.0,32.792,-115.563051,13.43,14.9,13.41,0.42,17.23,5.8,22.89,0.0,26.1,0.0,28.97,0.0,36.36,0.0,34.5,26.58,30.49,13.87,25.85,0.0,18.65,5.29,15.38,0.29,23.605,5.595833333333334
El Paso,TX,88.6,18,46753.0,31.7601164,-106.4870404,8.23,6.49,9.46,8.97,14.28,1.35,18.93,0.0,23.87,4.58,28.2,1.85,32.18,9.67,29.86,35.34,27.55,18.07,20.95,10.0,13.75,8.51,9.17,5.05,19.702499999999997,9.156666666666666
Elizabeth City,NC,91.1,11,50974.0,36.3010192,-76.2203699,9.12,111.62,11.48,73.82,11.31,57.9,16.92,101.82,18.04,54.67,22.86,90.13,27.24,120.79,25.77,133.84,23.53,111.03,17.89,36.26,11.16,74.56,9.08,169.92,17.033333333333335,94.69666666666667
Elizabethtown,KY,88.1,0,56117.0,37.693952,-85.8591285,5.54,164.13,7.38,91.62,8.33,159.66,13.66,75.16,17.97,84.45,21.39,134.52,24.8,140.12,23.81,94.17,21.21,20.83,15.11,70.92,8.93,42.69,5.81,67.24,14.495,95.45916666666666
Elkhart,IN,88.5,0,,41.6012796,-85.8590603,0.49,56.87,0.91,106.86,2.8,108.89,10.11,67.56,15.61,40.5,19.99,39.22,22.36,141.31,21.06,57.13,18.41,35.93,12.13,135.01,4.64,17.5,3.25,78.92,10.979999999999999,73.80833333333332
Elmira,NY,92.5,7,53850.0,42.0897965,-76.8077338,1.47,73.45,0.43,37.43,2.25,60.95,10.39,63.52,12.67,42.44,18.38,100.82,22.44,131.64,19.48,187.1,16.96,65.13,12.3,64.52,3.67,29.34,2.81,123.78,10.270833333333334,81.67666666666666
Enid,OK,82.9,1,51152.0,36.3967623,-97.8791341,5.15,26.73,4.99,27.72,9.1,3.85,14.34,84.05,20.08,113.81,24.55,123.04,27.66,168.84,28.09,86.73,24.49,48.31,16.64,95.96,9.58,33.03,6.6,68.29,15.939166666666665,73.36333333333333
Erie,PA,91.8,20,54694.0,42.1294712,-80.0852695,1.27,141.56,1.56,72.26,2.34,109.5,9.71,74.01,13.02,45.68,18.05,122.48,21.87,131.8,20.18,76.36,18.45,41.57,13.19,107.83,5.53,52.98,4.92,81.58,10.840833333333334,88.13416666666667
Eugene,OR,108.4,73,61634.0,44.0505054,-123.0950506,5.42,84.61,4.8,62.69,6.05,140.33,9.91,147.2,16.08,12.53,17.74,5.89,21.14,0.13,22.01,3.55,17.04,56.72,12.78,85.12,7.83,102.04,7.48,206.55,12.356666666666667,75.61333333333333
Eureka,CA,116.5,2,57264.0,40.7906871,-124.1673746,8.77,275.62,6.87,178.98,6.94,287.62,9.06,77.61,11.71,29.87,12.61,5.29,14.38,0.59,15.58,2.91,13.12,54.72,12.94,62.32,11.28,109.64,10.98,241.79,11.186666666666667,110.58
Evansville,IN,87.2,7,,37.970495,-87.5715641,4.79,119.45,6.73,76.74,8.27,216.14,14.2,71.86,19.42,71.21,23.21,79.56,26.19,79.46,24.76,126.09,21.96,23.93,15.33,83.1,8.59,16.18,5.68,45.8,14.927500000000002,84.12666666666667
Fairbanks,AK,107.9,19,,64.837845,-147.716675,6.93,360.03,5.03,304.08,5.82,204.7,7.77,349.87,12.96,12.84,13.0,17.34,15.03,37.9,16.77,26.39,14.07,126.07,11.6,338.27,7.54,347.59,8.23,504.83,10.395833333333334,219.15916666666666
Fargo,ND,91.4,9,73185.0,46.877229,-96.789821,-11.55,5.83,-11.58,9.23,-9.41,49.33,1.67,39.85,17.11,69.34,22.13,93.77,20.19,27.07,20.91,84.15,18.3,56.43,8.13,50.09,0.15,4.7,-1.69,64.08,6.196666666666666,46.155833333333334
Faribault,MN,102.3,0,55702.0,43.6647961,-93.9510501,-7.05,56.83,-7.31,64.94,-2.25,35.71,7.56,61.58,16.65,138.18,22.17,62.95,21.2,45.22,22.0,43.43,19.13,48.99,10.79,94.07,2.67,4.48,0.29,35.79,8.820833333333333,57.68083333333332
Farmington,MO,85.4,0,45576.0,37.7803037,-90.4226371,4.31,89.81,5.09,59.95,6.82,202.13,13.69,53.83,18.35,52.98,22.71,14.29,25.3,127.18,24.33,219.57,20.51,43.77,14.34,41.63,7.74,10.72,5.88,54.76,14.089166666666666,80.885
Farmington,NM,88.4,4,46055.0,36.7291152,-108.205445,-0.7,23.69,0.16,15.78,4.59,32.63,10.14,1.62,16.77,12.07,20.26,7.17,27.07,0.74,24.89,21.59,20.46,9.7,14.03,2.39,5.71,5.83,1.2,14.41,12.048333333333332,12.301666666666668
Fayetteville,NC,89.5,25,48345.0,35.0525759,-78.878292,9.56,89.56,11.74,61.93,13.02,78.39,17.34,125.8,19.27,46.95,23.25,150.45,27.38,135.26,27.01,133.58,22.75,55.66,17.27,29.48,11.42,58.25,9.25,131.97,17.438333333333333,91.44
Fayetteville,AR,90.4,48,51797.0,36.0625843,-94.1574328,5.37,92.08,7.31,92.5,9.89,211.37,14.12,42.92,19.63,99.15,24.05,83.08,26.52,137.76,26.72,99.15,22.22,122.51,15.97,88.36,9.96,50.23,6.86,59.62,15.718333333333334,98.22749999999998
Findlay,OH,91.1,3,62204.0,41.0413873,-83.6503982,1.88,71.35,2.83,74.68,4.46,97.18,11.35,50.54,15.72,48.48,20.42,56.12,23.56,83.23,21.61,99.74,19.39,10.95,13.59,92.25,6.06,27.36,5.29,40.15,12.18,62.669166666666676
Flagstaff,AZ,108.5,81,62002.0,35.1987522,-111.651822,-3.35,123.97,-3.02,69.93,0.72,124.94,6.68,1.28,10.81,28.23,13.75,4.32,21.19,26.41,18.85,80.46,14.64,29.5,9.62,12.14,3.8,17.34,0.89,12.06,7.881666666666667,44.214999999999996
Flint,MI,85.7,8,52520.0,43.0161693,-83.6900211,-0.04,43.22,-0.58,81.12,1.93,81.0,9.57,122.15,14.1,29.78,19.25,61.53,22.33,164.44,19.93,162.11,17.82,35.68,11.79,109.05,3.85,56.8,3.89,56.49,10.319999999999999,83.61416666666666
Florence,SC,87.7,1,54943.0,34.1984435,-79.7671658,10.53,126.26,13.36,87.13,14.21,96.9,17.95,105.14,20.07,56.34,24.15,100.27,28.19,171.46,27.86,202.34,23.26,72.53,17.86,25.61,12.44,63.84,10.05,101.46,18.3275,100.77333333333333
Florence,AL,86.8,16,47168.0,34.79981,-87.677251,8.79,126.68,10.96,115.81,12.31,190.65,15.15,117.89,20.26,66.21,24.11,72.24,26.32,96.38,26.14,174.2,23.09,5.13,17.49,11.9,11.08,63.5,7.73,86.97,16.952500000000004,93.96333333333332
Fond Du Lac,WI,88.0,1,60018.0,43.7533414,-88.4493796,-2.72,20.91,-3.61,65.63,0.05,72.31,8.58,73.61,14.25,47.31,19.78,67.32,22.17,134.24,21.09,90.42,18.51,53.34,11.35,83.48,3.03,15.99,1.68,35.18,9.513333333333334,63.31166666666667
Forest City,NC,89.4,0,44091.0,35.3337279,-81.8649245,7.65,148.79,10.7,82.4,11.13,64.3,14.84,173.66,17.89,83.59,21.3,108.47,25.6,115.81,24.94,127.63,21.89,34.47,15.93,18.74,9.63,32.8,7.03,172.09,15.710833333333333,96.89583333333333
Fort Collins,CO,109.2,71,71359.0,40.5871782,-105.0770113,-3.19,19.47,-0.78,11.04,1.04,20.61,7.78,25.92,14.31,81.37,17.84,132.43,22.3,81.53,21.76,94.19,18.31,21.69,10.51,15.14,4.53,12.24,1.47,3.33,9.656666666666668,43.24666666666667
Fort Smith,AR,84.2,14,50348.0,35.3880338,-94.4265011,7.05,57.91,9.12,120.36,11.72,213.8,16.01,72.91,21.46,84.63,26.19,63.94,28.38,137.3,29.21,79.87,25.05,96.3,17.83,132.62,11.25,74.88,7.65,70.65,17.57666666666667,100.43083333333334
Fort Wayne,IN,86.8,10,,41.0799898,-85.1386015,1.13,65.7,2.04,99.53,3.68,106.35,10.44,53.59,15.83,82.47,20.32,47.61,22.81,136.93,20.93,65.95,18.75,47.55,12.53,100.62,5.07,17.16,4.2,46.47,11.4775,72.49416666666667
Frankfort,KY,88.1,7,52606.0,38.2009055,-84.8732836,5.61,154.55,7.55,85.57,8.23,133.02,13.55,66.31,17.72,80.37,21.36,149.84,25.22,124.13,24.15,89.6,21.36,34.48,15.28,72.07,8.61,41.97,5.95,60.73,14.549166666666665,91.05333333333334
Fresno,CA,105.9,23,52728.0,36.7394421,-119.78483,9.39,99.4,9.23,78.02,11.42,87.1,16.9,0.01,20.97,9.61,23.25,0.14,29.47,0.0,27.77,2.32,23.73,0.2,20.19,0.03,14.24,4.13,11.64,21.16,18.183333333333334,25.176666666666662
Gadsden,AL,86.0,2,45062.0,34.0128323,-86.0030251,9.83,188.71,11.8,130.23,13.3,153.31,16.07,145.84,20.49,92.2,24.28,83.03,26.87,87.23,26.72,157.92,23.62,31.15,17.95,13.07,12.39,18.96,8.34,103.81,17.638333333333332,100.455
Gainesville,FL,97.3,137,55872.0,29.6519684,-82.3249846,14.83,43.32,18.51,63.36,18.99,111.29,21.76,115.37,23.7,126.21,26.28,310.81,28.54,128.25,28.86,166.05,26.07,112.03,21.83,94.84,17.67,60.14,15.2,156.39,21.853333333333335,124.005
Gainesville,GA,97.0,2,60036.0,34.2978794,-83.8240663,8.48,240.19,11.96,115.99,12.54,123.2,15.35,162.26,18.96,68.54,22.03,182.38,25.99,87.6,25.58,184.63,21.98,72.98,16.87,36.5,11.33,31.63,8.09,178.27,16.596666666666668,123.68083333333334
Gallup,NM,90.0,0,36133.0,35.5283506,-108.743907,-1.57,30.48,0.08,7.52,4.17,37.02,8.5,0.36,13.89,16.22,17.28,7.14,24.46,3.9,21.81,54.66,17.67,15.51,11.94,2.66,5.11,33.04,1.24,12.54,10.381666666666666,18.42083333333333
Gettysburg,PA,98.2,21,58880.0,39.8308973,-77.231012,4.2,69.02,4.68,35.8,5.72,69.94,13.14,96.01,15.01,34.99,20.12,71.63,25.19,125.21,23.22,84.71,19.92,107.17,14.03,49.12,6.01,67.07,4.58,124.08,12.985,77.89583333333333
Glens Falls,NY,98.6,0,66384.0,43.309941,-73.644447,-0.46,94.73,-2.78,40.21,1.04,79.15,9.93,92.05,13.16,49.49,18.15,96.89,23.0,134.74,19.83,161.43,17.62,47.76,12.39,101.19,2.4,69.02,1.61,139.27,9.6575,92.16083333333334
Goldsboro,NC,88.5,0,50748.0,35.3848841,-77.9927651,9.22,95.34,11.24,82.25,12.08,72.49,17.04,120.71,18.9,79.98,22.92,98.28,27.13,116.06,26.66,191.21,22.35,109.23,16.7,25.06,10.5,60.91,8.75,152.71,16.9575,100.3525
Grand Forks,ND,90.7,12,63280.0,47.9252104,-97.0306325,-12.45,4.41,-12.42,4.39,-10.0,29.17,1.25,53.26,16.94,33.86,22.03,66.55,19.74,42.32,20.27,31.38,17.82,51.37,7.66,65.32,-0.95,3.33,-3.12,35.54,5.564166666666666,35.074999999999996
Grand Island,NE,88.8,0,59802.0,40.924271,-98.338685,-2.85,37.29,-0.93,22.71,2.22,27.55,10.62,9.19,18.17,49.59,22.47,62.56,23.79,92.25,24.38,39.57,21.08,47.03,11.82,26.08,6.14,21.65,1.04,35.29,11.495833333333332,39.23
Grand Junction,CO,98.1,11,57653.0,39.0672568,-108.56448,-0.17,16.21,-0.37,12.06,3.5,26.73,9.88,15.05,18.43,2.8,21.34,6.18,27.63,0.94,25.42,27.94,20.52,5.06,13.12,13.62,5.28,10.21,1.02,6.93,12.133333333333333,11.977500000000001
Grand Rapids,MI,93.7,33,70662.0,42.9632425,-85.6678639,-0.08,69.05,-0.65,104.05,1.83,115.77,9.32,80.7,14.6,22.72,19.93,36.52,21.77,132.73,20.41,82.19,17.73,32.9,11.34,134.88,4.19,43.93,3.66,51.89,10.3375,75.61083333333333
Grants Pass,OR,106.6,1,55038.0,42.4393707,-123.3272489,4.85,112.45,4.52,73.68,5.3,180.83,10.71,50.96,17.17,19.98,19.73,18.08,23.92,0.0,24.02,1.1,18.33,50.79,13.64,33.87,8.42,110.7,7.05,104.66,13.138333333333334,63.09166666666667
Great Falls,MT,91.1,0,60126.0,47.5048851,-111.29189,-1.79,17.57,-2.52,9.85,-3.26,23.46,5.45,50.93,14.39,55.28,16.08,80.63,20.41,11.2,20.6,20.44,15.68,56.45,6.56,36.69,3.64,5.77,2.68,1.56,8.16,30.819166666666664
Greeley,CO,106.1,55,62532.0,40.4233142,-104.7091322,-4.28,13.17,-2.11,10.82,1.83,18.36,8.64,27.18,15.33,90.13,18.29,115.88,22.44,77.36,22.01,62.4,18.5,11.7,10.78,13.08,4.38,9.43,1.73,2.72,9.795,37.68583333333333
Green Bay,WI,91.4,21,65199.0,44.5126379,-88.0125794,-2.48,38.43,-3.25,61.08,-1.02,87.35,6.81,77.19,12.27,39.14,18.0,80.88,20.85,83.45,20.12,81.78,17.95,18.37,10.85,110.92,3.16,15.1,2.14,34.92,8.783333333333333,60.717499999999994
Greeneville,TN,86.5,7,44945.0,36.1631575,-82.8309861,6.35,143.21,9.35,128.82,9.65,108.69,14.18,83.36,17.83,100.21,20.27,113.72,24.19,96.97,23.56,221.69,20.98,87.91,14.84,30.51,8.98,22.4,6.22,120.65,14.699999999999998,104.84500000000003
Greensboro,NC,91.0,85,59170.0,36.0726355,-79.7919754,7.44,134.84,10.06,82.61,10.65,85.94,15.04,171.8,17.49,90.94,21.31,105.08,25.98,69.1,24.7,103.01,21.04,94.88,15.73,34.84,9.29,51.6,7.15,166.03,15.489999999999997,99.22250000000001
Greenville,NC,89.8,44,56956.0,35.613224,-77.3724593,9.4,97.63,11.5,73.95,12.16,67.69,17.21,130.58,18.66,73.68,22.95,74.36,27.12,117.39,26.24,161.64,22.34,136.76,16.72,23.56,10.39,67.28,8.76,132.48,16.954166666666666,96.41666666666667
Greenville,SC,95.0,19,60866.0,34.851354,-82.3984882,8.86,183.58,11.66,81.42,12.3,92.39,15.38,218.53,18.81,94.02,21.86,162.23,26.19,65.74,25.52,168.98,22.22,27.31,16.88,25.31,10.99,26.68,8.0,110.44,16.555833333333336,104.71916666666665
Greenwood,SC,88.7,9,46153.0,34.1489805,-82.112882,9.71,200.03,13.02,104.32,13.63,85.24,16.55,131.05,19.33,92.92,23.01,196.29,27.1,69.7,26.88,79.53,22.92,60.91,17.41,42.25,12.03,39.71,8.83,116.59,17.535,101.545
Gulfport,MS,86.8,0,48902.0,30.3674198,-89.0928155,14.09,89.08,16.11,60.84,18.02,84.18,19.92,131.26,23.78,102.4,27.35,127.09,29.12,96.15,30.82,33.56,27.03,79.53,20.66,23.74,15.06,81.21,12.75,187.86,21.225833333333334,91.40833333333335
Hammond,LA,89.0,26,50875.0,30.5043583,-90.4611995,13.68,211.81,15.45,89.65,17.91,41.39,19.94,93.59,24.21,87.69,27.95,126.99,29.4,115.73,30.73,53.64,27.13,95.11,20.48,26.16,14.6,37.52,11.77,188.46,21.104166666666664,97.31166666666667
Hanford,CA,105.4,0,43994.0,36.3277959,-119.6461565,9.63,81.02,8.95,82.48,11.24,98.76,16.52,0.02,20.67,4.05,22.8,0.29,29.22,0.0,27.58,2.44,23.61,0.07,19.97,0.67,14.06,4.81,11.63,32.9,17.990000000000002,25.625833333333333
Harrisburg,PA,95.8,0,60670.0,40.2663107,-76.8861122,4.51,76.26,4.8,27.36,6.13,71.32,13.54,116.95,15.58,34.62,20.48,95.69,25.62,149.89,23.92,63.99,20.25,118.88,14.42,49.79,6.28,64.22,4.61,120.08,13.344999999999999,82.42083333333333
Harrisonburg,VA,95.5,12,,38.4493315,-78.8688833,5.55,40.03,7.13,83.87,7.51,45.05,13.49,82.87,15.52,39.89,19.15,100.63,23.71,89.26,22.34,49.34,19.74,95.24,14.02,13.42,7.14,81.62,5.53,92.29,13.402500000000002,67.79249999999999
Hartford,CT,104.8,9,,41.764582,-72.6908547,3.12,154.51,1.61,38.11,4.62,111.28,11.66,126.54,14.99,76.64,19.66,55.18,24.83,322.3,21.72,110.75,19.28,337.18,14.2,84.41,4.59,45.76,4.04,228.83,12.026666666666666,140.9575
Hattiesburg,MS,86.1,12,45405.0,31.3271189,-89.2903392,12.85,201.0,15.16,125.76,17.31,80.97,20.0,177.99,23.16,137.08,26.69,112.67,28.5,135.14,31.14,13.54,26.51,43.32,19.57,49.89,14.22,67.12,10.96,113.27,20.50583333333333,104.8125
Helena,MT,104.2,3,62214.0,46.5927425,-112.036277,-4.34,9.18,-3.05,5.54,-1.47,33.08,6.21,35.08,14.88,44.22,16.38,91.06,21.23,18.49,20.42,21.23,15.4,72.16,7.51,32.99,2.91,1.99,0.48,2.61,8.046666666666669,30.635833333333334
Hickory,NC,89.8,6,57624.0,35.7333312,-81.3442915,7.27,124.95,10.17,80.26,10.8,61.76,14.83,129.84,17.91,70.11,21.1,167.47,25.43,93.96,24.75,117.05,21.66,46.32,16.08,15.89,9.67,36.94,6.86,185.92,15.544166666666667,94.20583333333336
Hilo,HI,136.9,13,52866.0,19.6854458,-155.100375446377,9.58,384.66,7.94,101.47,7.49,294.87,10.91,30.4,12.04,42.03,13.44,0.28,14.95,0.36,15.85,6.23,13.51,13.2,14.14,37.32,12.67,89.07,12.12,264.83,12.053333333333333,105.39333333333333
Hilton Head Island,SC,109.4,0,80192.0,32.1618488,-80.7512616,12.39,106.29,16.0,89.07,16.27,61.78,19.71,68.51,21.24,113.32,25.2,148.56,28.44,192.69,28.51,170.32,24.93,64.51,20.06,43.58,14.99,36.19,11.93,112.78,19.9725,100.63333333333333
Hinesville,GA,90.8,0,41343.0,31.8477347,-81.5960705,12.21,118.06,16.82,91.14,16.62,123.77,20.02,114.16,21.69,116.88,25.52,158.7,28.57,103.25,28.52,177.57,24.9,63.0,19.7,47.76,14.67,36.73,12.07,137.76,20.109166666666663,107.39833333333333
Hobbs,NM,87.7,3,58422.0,32.707667,-103.1311314,6.97,9.95,6.73,4.92,11.84,1.96,14.94,0.87,21.01,42.18,26.1,44.15,29.12,13.18,28.61,28.44,25.01,50.6,17.64,94.02,10.87,6.9,7.43,24.33,17.189166666666665,26.79166666666666
Homosassa Springs,FL,95.5,0,47178.0,28.8035939,-82.5759329,15.4,31.96,18.99,42.46,20.49,13.36,23.59,48.15,24.72,95.96,27.17,215.23,29.05,237.64,29.76,172.98,27.36,116.86,22.86,37.26,19.11,72.42,16.21,131.13,22.892500000000002,101.28416666666665
Hot Springs,AR,87.3,1,52506.0,34.5038393,-93.0552437,8.61,125.86,9.35,154.51,12.55,177.29,16.15,189.27,21.32,183.43,25.62,114.68,27.31,102.64,28.52,58.84,24.49,28.3,18.15,99.36,11.43,42.01,8.0,105.31,17.625000000000004,115.12499999999999
Houma,LA,89.9,2,53834.0,29.5957696,-90.7195348,15.47,71.69,17.11,44.54,19.11,54.87,20.84,98.77,25.03,102.37,28.35,71.52,29.6,83.4,30.84,41.88,27.67,63.74,21.88,21.55,15.88,57.98,13.63,198.84,22.117499999999996,75.92916666666666
Houston,TX,95.8,238,73862.0,29.7589382,-95.3676974,15.21,134.34,16.32,26.84,19.94,44.81,20.56,119.13,25.18,150.75,29.31,71.96,30.86,60.73,32.46,2.17,29.53,76.17,22.55,123.85,16.57,93.06,14.28,65.43,22.730833333333333,80.77
Huntington,WV,84.3,14,54209.0,38.4192496,-82.445154,5.26,103.19,7.22,95.65,7.83,74.01,14.16,92.75,16.93,90.24,20.57,49.17,25.04,113.19,23.81,83.41,20.81,25.25,15.23,47.76,7.83,31.96,6.12,51.19,14.234166666666667,71.48083333333334
Huntsville,AL,91.3,15,66005.0,34.729847,-86.5859011,8.84,141.8,11.08,133.98,12.13,168.23,15.36,102.01,20.25,70.85,24.12,82.24,26.43,146.18,26.14,148.34,23.01,30.77,17.43,11.78,11.58,54.32,8.03,128.24,17.033333333333335,101.56166666666667
Huntsville,TX,91.2,33,35913.0,30.7235263,-95.5507771,12.84,103.0,14.12,58.96,17.78,52.57,18.73,241.56,23.8,125.93,28.66,31.69,30.89,13.83,32.02,18.17,28.14,74.2,20.86,231.38,14.09,54.36,11.98,55.67,21.159166666666668,88.44333333333334
